Ano Fase,Fase Estat,Chamada Divulgação,Instituição Beneficiária Macro,UF Instituição Benef Macro,Grande Área,Área,Qtd Propostas,Total Geral (R$),,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Neurociencias e Comportamento,SP,Ciências Biológicas,Fisiologia,1,150000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Neurofisiologia Clinica,SP,Ciências da Saúde,Medicina,1,148465,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Nutricao Parenteral e Enteral,SP,Ciências da Saúde,Medicina,1,150000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Oleos e Gorduras,SP,Ciências Agrárias,Ciência e Tecnologia de Alimentos,1,50035,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Patologia,SP,Ciências da Saúde,Medicina,1,75000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Pesquisa em Materiais,RJ,Engenharias,Engenharia de Materiais e Metalúrgica,2,235017,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Pesquisa Odontologica,SP,Ciências da Saúde,Odontologia,1,50000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Pesquisa Operacional,RJ,Engenharias,Engenharia de Produção,1,75000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Protecao Radiologica,RJ,Engenharias,Engenharia Nuclear,1,91550,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Protozoologia,SP,Ciências Biológicas,Parasitologia,1,144000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Quimica,SP,Ciências Exatas e da Terra,Química,1,150000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Sociologia,SP,Ciências Humanas,Sociologia,1,149556,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Toxicologia,SP,Ciências da Saúde,Farmácia,1,52300,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Toxinologia,SP,Ciências Biológicas,Biomedicina,1,149996,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Transplante de Medula Ossea,RJ,Ciências da Saúde,Medicina,1,75000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Trauma Ortopedico,SP,Ciências da Saúde,Medicina,1,150000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira de Virologia,RJ,Ciências Biológicas,Microbiologia,1,150000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Brasileira Pro-Inovacao Tecnologica,RJ,Ciências da Saúde,Tecnologias Médicas e da Saúde,1,50000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade de Arqueologia Brasileira,PA,Ciências Humanas,Arqueologia,1,149563,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade de Cardiologia do Rio Grande do Sul,RS,Ciências da Saúde,Medicina,2,100000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade de Engenharia de Audio,RJ,Engenharias,Engenharia Elétrica,1,48115,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade de Investigacoes Florestais,MG,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,3,165280,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade de Medicina Veterinaria da Bahia,BA,Ciências Agrárias,Medicina Veterinária,1,150000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade de Psiquiatria do Rio Grande do Sul,RS,Ciências da Saúde,Medicina,1,74800,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade de Teologia e Ciencias da Religiao,MG,Ciências Humanas,Teologia,1,30000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Educacional de Santa Catarina,SC,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,38700,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Educacional de Santa Catarina,SC,Engenharias,Engenharia de Produção,1,33650,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Educacional de Santa Catarina,SC,Engenharias,Engenharia Mecânica,1,39950,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade Goiana de Pneumologia e Tisiologia,GO,Ciências da Saúde,Medicina,1,91451,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade para Promocao da Excelencia do Software Brasileiro,SP,Ciências Exatas e da Terra,Ciência da Computação,1,89422,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Sociedade para Promocao da Excelencia do Software Brasileiro,SP,Ciências Exatas e da Terra,Tecnologia da Informação e Comunicação,1,149318,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,sociedade paranaense de cardiologia,PR,Ciências da Saúde,Medicina,1,50000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Superintendencia da Zona Franca de Manaus,AM,Engenharias,Desenvolvimento Tecnológico e Industrial,1,150000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,T. PIMENTA FELIX WOLKART EIRELI,GO,Ciências Sociais Aplicadas,Direito,1,53667,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Catolica de Brasilia,DF,Ciências Exatas e da Terra,Ciência da Computação,1,46100,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Catolica de Pernambuco,PE,Ciências Exatas e da Terra,Ciências Ambientais,1,49242,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Catolica de Pernambuco,PE,Ciências Humanas,Teologia,1,147200,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Católica Dom Bosco,MS,Ciências Exatas e da Terra,Ciências Ambientais,1,14218,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Católica Dom Bosco,MS,Ciências Humanas,Antropologia,1,17320,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Comunitária da Região de Chapecó,SC,Ciências Humanas,Sociologia,1,114755,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Comunitária da Região de Chapecó,SC,Engenharias,Desenvolvimento Tecnológico e Industrial,1,125382,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Comunitária da Região de Chapecó,SC,Outra,Multidisciplinar,1,48640,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade Cruzeiro do Sul,SP,Ciências Exatas e da Terra,Física,1,43175,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,CE,Ciências Biológicas,Genética,1,22000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade da Regiao de Joinville,SC,Ciências Sociais Aplicadas,Desenho Industrial,2,133636,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade da Regiao de Joinville,SC,Engenharias,Desenvolvimento Tecnológico e Industrial,1,38769,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade da Regiao de Joinville,SC,Engenharias,Tecnologia e Inovação,1,77382,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Agrárias,Medicina Veterinária,1,32807,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Biológicas,Desenvolvimento e Inovação Tecnológica em Biologia,1,4296,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Biológicas,Morfologia,1,89500,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Biológicas,Parasitologia,1,51600,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Biológicas,Zoologia,1,25512,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências da Saúde,Educação Física,1,96970,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Exatas e da Terra,Ciência da Computação,3,171318,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Exatas e da Terra,Física,2,70040,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Exatas e da Terra,Geociências,1,75650,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Exatas e da Terra,Matemática,1,128360,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Humanas,Ciência Política,2,230132,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Humanas,Educação,1,114622,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Humanas,Filosofia,2,164100,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Humanas,História,2,193010,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Humanas,Psicologia,3,106463,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Humanas,Sociologia,1,149692,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,2,299529,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Demografia,1,96969,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Economia,1,102360,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Engenharias,Engenharia Biomédica,1,94400,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Engenharias,Engenharia de Produção,1,53393,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Lingüística, Letras e Artes,Artes,1,50000,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Brasilia,DF,Lingüística, Letras e Artes,Letras,4,234205,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Caxias do Sul,RS,Ciências Biológicas,Desenvolvimento e Inovação Tecnológica em Biologia,2,25883,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Caxias do Sul,RS,Ciências Exatas e da Terra,Ciências Ambientais,1,149720,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Caxias do Sul,RS,Ciências Humanas,Geografia,1,14690,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Caxias do Sul,RS,Outra,Divulgação Científica,1,24900,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Fortaleza,CE,Ciências da Saúde,Fisioterapia e Terapia Ocupacional,1,149559,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Fortaleza,CE,Ciências Exatas e da Terra,Ciência da Computação,3,118920,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Fortaleza,CE,Ciências Sociais Aplicadas,Direito,2,132322,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Passo Fundo,RS,Ciências Biológicas,Zoologia,1,103790,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Passo Fundo,RS,Ciências Humanas,Educação,2,184700,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Passo Fundo,RS,Engenharias,Engenharia Civil,1,29341,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Passo Fundo,RS,Lingüística, Letras e Artes,Letras,1,57067,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Santa Cruz do Sul,RS,Ciências Exatas e da Terra,Ciências Ambientais,1,42094,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Santa Cruz do Sul,RS,Ciências Sociais Aplicadas,Direito,3,92098,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Santa Cruz do Sul,RS,Ciências Sociais Aplicadas,Planejamento Urbano e Regional,1,77928,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Santa Cruz do Sul,RS,Outra,Multidisciplinar,1,80470,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Agrárias,Agronomia,2,50977,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Agrárias,Ciência e Tecnologia de Alimentos,1,98563,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Agrárias,Medicina Veterinária,3,174340,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,2,71639,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Agrárias,Zootecnia,4,335537,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Biofísica,1,30740,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Biomedicina,1,42081,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Bioquímica,3,76923,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Desenvolvimento e Inovação Tecnológica em Biologia,2,224514,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Ecologia,1,150000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Genética,2,117762,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Imunologia,2,223264,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Microbiologia,1,51026,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Morfologia,2,132320,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Biológicas,Zoologia,1,66269,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências da Saúde,Enfermagem,5,413022,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências da Saúde,Farmácia,2,213271,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências da Saúde,Medicina,9,755389,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências da Saúde,Nutrição,1,30910,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências da Saúde,Odontologia,2,54589,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências da Saúde,Saúde Coletiva,2,300000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências da Saúde,Tecnologias Médicas e da Saúde,1,145937,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Astronomia,1,16308,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Ciência da Computação,2,139680,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Ciências Ambientais,2,146829,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Física,3,168435,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Geociências,2,247214,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Matemática,5,271845,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Probabilidade e Estatística,4,285054,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Química,3,270560,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Humanas,Ciência Política,1,113143,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Humanas,Geografia,1,126297,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Humanas,História,2,73032,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Humanas,Psicologia,3,289127,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Humanas,Sociologia,1,15266,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Sociais Aplicadas,Administração,3,211478,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,30000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Sociais Aplicadas,Ciência da Informação,1,74947,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Sociais Aplicadas,Comunicação,1,65661,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Sociais Aplicadas,Direito,1,40257,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Ciências Sociais Aplicadas,Economia,1,23400,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Engenharia Biomédica,1,65600,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Engenharia Civil,1,18000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Engenharia de Energia,1,78540,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Engenharia de Materiais e Metalúrgica,1,139600,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Engenharia de Produção,1,26978,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Engenharia Elétrica,1,149666,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Engenharia Mecânica,1,149209,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Engenharia Química,1,5628,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Microeletrônica,1,21840,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Engenharias,Robótica, Mecatrônica e Automação,3,231715,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sao Paulo,SP,Lingüística, Letras e Artes,Letras,1,63079,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Sorocaba,SP,Outra,Divulgação Científica,1,7969,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Taubate,SP,Ciências Exatas e da Terra,Ciências Ambientais,1,29078,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Uberaba,MG,Ciências Agrárias,Engenharia Agrícola,1,92400,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade de Uberaba,MG,Ciências Humanas,Educação,1,41783,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Contestado,SC,Engenharias,Desenvolvimento Tecnológico e Industrial,1,10229,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado da Bahia,BA,Lingüística, Letras e Artes,Artes,1,41050,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Ciências Biológicas,Biodiversidade e Recursos Naturais,2,181935,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Ciências Exatas e da Terra,Ciência da Computação,1,14634,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Ciências Humanas,Educação,3,91104,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Ciências Sociais Aplicadas,Administração,1,23507,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Ciências Sociais Aplicadas,Tecnologias Educacionais e Sociais,1,17135,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Engenharias,Engenharia Civil,1,72887,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Lingüística, Letras e Artes,Artes,1,8560,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Lingüística, Letras e Artes,Letras,2,44426,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Lingüística, Letras e Artes,Lingüística,3,117331,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Mato Grosso,MT,Outra,Multidisciplinar,1,14735,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Minas Gerais,MG,Ciências Sociais Aplicadas,Desenho Industrial,1,23406,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Minas Gerais,MG,Lingüística, Letras e Artes,Artes,1,19348,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Santa Catarina,SC,Ciências da Saúde,Educação Física,1,94071,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Santa Catarina,SC,Ciências Exatas e da Terra,Ciências Ambientais,1,120728,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado de Santa Catarina,SC,Lingüística, Letras e Artes,Artes,2,54176,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Amazonas,AM,Ciências da Saúde,Enfermagem,1,80516,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Amazonas,AM,Ciências Humanas,História,1,15444,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Para,PA,Ciências Sociais Aplicadas,Desenho Industrial,1,23480,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências Biológicas,Zoologia,1,12800,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências da Saúde,Medicina,2,161400,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências da Saúde,Saúde Coletiva,2,111128,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências Exatas e da Terra,Ciência da Computação,1,40000,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências Humanas,Filosofia,3,146196,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências Humanas,Psicologia,2,101905,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências Humanas,Sociologia,1,36235,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências Sociais Aplicadas,Administração,2,52980,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Ciências Sociais Aplicadas,Comunicação,1,135948,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio de Janeiro,RJ,Lingüística, Letras e Artes,Artes,2,247338,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio Grande do Norte,RN,Ciências Exatas e da Terra,Nanotecnologia e Novos Materiais,1,55070,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio Grande do Norte,RN,Ciências Humanas,Educação,3,255165,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio Grande do Norte,RN,Ciências Humanas,História,1,21328,,
2013,Demanda,Chamada MCTI/CNPq/FINEP Nº 02/2013,Universidade do Estado do Rio Grande do Norte,RN,Ciências Sociais Aplicadas,Administração,1,18000,,
