Ano Fase,Fase Estat,Chamada Divulgação,Instituição Beneficiária Macro,UF Instituição Benef Macro,Grande Área,Área,Qtd Propostas,Total Geral (R$),,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Brasileiro de Tecnologia do Couro, Calcado e Artefatos,RS,Ciências da Saúde,Educação Física,1,14800,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Brasileiro do Concreto,SP,Engenharias,Engenharia Civil,1,148200,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renovaveis,DF,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,1,102000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Butantan,SP,Ciências Biológicas,Farmacologia,1,34713,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Butantan,SP,Engenharias,Engenharia Química,1,32282,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto By Brasil,RS,Ciências Sociais Aplicadas,Desenho Industrial,1,49654,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Capixaba de Pesquisa, Assistencia Tecnica e Extensao Rural,ES,Ciências Agrárias,Agronomia,1,20000,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Centro de Ensino Tecnologico,CE,Ciências Agrárias,Engenharia Agrícola,3,78416,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Cardiologia do Rio Grande do Sul,RS,Ciências da Saúde,Medicina,1,27959,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Ciencia e Tecnologia em Residuos e Desenvolvimento Sustentavel,SP,Ciências Exatas e da Terra,Ciências Ambientais,1,36055,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Ciencia e Tecnologia em Residuos e Desenvolvimento Sustentavel,SP,Engenharias,Engenharia Sanitária,1,11530,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Ciencias Biomedicas da Universidade de Sao Paulo,SP,Ciências Biológicas,Fisiologia,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Ciencias Matematicas e de Computacao,SP,Ciências Exatas e da Terra,Ciência da Computação,1,13961,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Ciencias Matematicas e de Computacao,SP,Ciências Exatas e da Terra,Matemática,2,72679,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Cirurgia Plastica Cranio Facial,SP,Outra,Divulgação Científica,1,11582,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Desenvolvimento da Fruticultura e Agroindustria,CE,Ciências Agrárias,Agronomia,2,180000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Desenvolvimento Sustentavel Mamiraua,AM,Ciências Biológicas,Ecologia,1,16000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Economia Agricola,SP,Ciências Humanas,Sociologia,1,24649,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Engenharia de Software,RJ,Ciências Exatas e da Terra,Ciência da Computação,1,40500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Estudos do Mar Almirante Paulo Moreira,RJ,Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,1,49843,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Governo Eletronico, Inteligencias e Sistemas,SC,Ciências Sociais Aplicadas,Administração,1,38184,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Medicina Integral Professor Fernando Figueira,PE,Ciências da Saúde,Medicina,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Pesquisas Cientificas e Tecnologicas do Estado do Amapa,AP,Outra,Multidisciplinar,1,14861,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Pesquisas Ecologicas,SP,Ciências Biológicas,Ecologia,1,14000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Pesquisas Tecnologicas do Estado de Sao Paulo,SP,Ciências Humanas,Sociologia,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Tecnologia de Alimentos,SP,Ciências Agrárias,Ciência e Tecnologia de Alimentos,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto de Zootecnia,SP,Ciências Agrárias,Zootecnia,1,28157,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto do Cancer Infantil do Rio Grande do Sul,RS,Ciências da Saúde,Medicina,1,16760,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto do Milenio de Bioengenharia Tecidual,BA,Ciências da Saúde,Medicina,1,20495,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Estadual de Diabetes e Endocrinologia Luiz Capriglione,RJ,Ciências da Saúde,Medicina,1,149625,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Federal de Educacao, Ciencia e Tecnologia de Goias,GO,Ciências Humanas,Educação,1,5000,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Federal de Educacao, Ciencia e Tecnologia do Rio de Janeiro,RJ,Ciências Humanas,Educação,1,13500,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Federal de Santa Catarina,SC,Ciências Exatas e da Terra,Geociências,1,11000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Federal de Santa Catarina,SC,Ciências Humanas,Educação,1,19000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Federal do Ceara - Reitoria,CE,Outra,Multidisciplinar,1,27000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Gene Blumenau,SC,Ciências Sociais Aplicadas,Economia,1,14573,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Gnarus,MG,Engenharias,Engenharia Elétrica,1,30000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Israelita de Ensino e Pesquisa Albert Einstein,SP,Ciências da Saúde,Enfermagem,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Israelita de Ensino e Pesquisa Albert Einstein,SP,Ciências da Saúde,Medicina,1,135000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Luterano de Ensino Superior de Itumbiara,GO,Outra,Divulgação Científica,1,13104,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Matemática Pura e Aplicada,RJ,Ciências Exatas e da Terra,Matemática,7,281736,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Matemática Pura e Aplicada,RJ,Ciências Exatas e da Terra,Probabilidade e Estatística,3,229112,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Metrologia, Qualidade e Tecnologia,RJ,Ciências Exatas e da Terra,Física,1,150000,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Pesquisas da Amazônia,AM,Ciências Biológicas,Botânica,2,54248,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Pesquisas da Amazônia,AM,Ciências Biológicas,Ecologia,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Pesquisas da Amazônia,AM,Ciências Biológicas,Zoologia,1,20454,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Pesquisas Espaciais,SP,Ciências Exatas e da Terra,Astronomia,1,11000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Pesquisas Espaciais,SP,Ciências Exatas e da Terra,Geociências,3,72246,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Pesquisas Espaciais,SP,Engenharias,Engenharia Aeroespacial,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Pesquisas Espaciais,SP,Outra,Multidisciplinar,1,64693,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Pesquisas Espaciais - Centro Regional de Natal,RN,Engenharias,Engenharia Aeroespacial,1,7864,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Nacional de Tecnologia Nordeste/MCT,PE,Ciências Agrárias,Agronomia,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Superior de Administracao e Economia do Mercosul,PR,Ciências Sociais Aplicadas,Administração Hospitalar,1,13350,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Tecnologico de Aeronautica,SP,Ciências Exatas e da Terra,Física,1,30000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Instituto Tecnologico Inovador,RJ,Engenharias,Tecnologia e Inovação,1,42520,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,ITeb - Instituto Tecnologico da Borracha,RJ,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,1,12055,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Laboratorio Nacional de Astrofisica,MG,Ciências Exatas e da Terra,Astronomia,1,144766,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Laboratorio Nacional de Computacao Cientifica,RJ,Ciências Exatas e da Terra,Ciência da Computação,1,39284,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Laboratorio Nacional de Computacao Cientifica,RJ,Ciências Exatas e da Terra,Matemática,3,61432,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Laboratorio Nacional de Computacao Cientifica,RJ,Engenharias,Engenharia Mecânica,4,192766,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Liga Paranaense de Combate ao Cancer,PR,Ciências da Saúde,Enfermagem,1,15085,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Museu de Astronomia e Ciencias Afins,RJ,Ciências Sociais Aplicadas,Museologia,1,82000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Museu Paraense Emilio Goeldi,PA,Ciências Biológicas,Ecologia,1,191879,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Museu Paraense Emilio Goeldi,PA,Ciências Humanas,Arqueologia,2,85780,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,OPA Topografia e Engenharia,BA,Ciências da Saúde,Medicina,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Univercidade Catolica do Rio Grande do Sul,RS,Ciências Humanas,Psicologia,1,34170,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Goiás,GO,Ciências Humanas,Antropologia,1,18002,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Goiás,GO,Ciências Humanas,Arqueologia,1,5570,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Goiás,GO,Ciências Humanas,Teologia,1,14784,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Minas Gerais,MG,Ciências Biológicas,Biologia Geral,1,14170,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Minas Gerais,MG,Ciências Humanas,Ciência Política,2,96161,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Minas Gerais,MG,Ciências Humanas,Geografia,2,40562,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Minas Gerais,MG,Ciências Humanas,Teologia,1,22930,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Minas Gerais,MG,Ciências Sociais Aplicadas,Direito,2,65546,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica de Minas Gerais,MG,Outra,Multidisciplinar,1,25000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica de Sao Paulo,SP,Ciências da Saúde,Fonoaudiologia,1,14700,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica de Sao Paulo,SP,Ciências Humanas,Educação,4,108850,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica de Sao Paulo,SP,Ciências Humanas,História,1,20500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica de Sao Paulo,SP,Ciências Sociais Aplicadas,Comunicação,1,14213,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica de Sao Paulo,SP,Ciências Sociais Aplicadas,Economia,2,68075,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica de Sao Paulo,SP,Lingüística, Letras e Artes,Lingüística,2,150580,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Paraná,PR,Engenharias,Engenharia de Produção,1,83919,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Paraná,PR,Engenharias,Engenharia Mecânica,1,10000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Ciências Exatas e da Terra,Ciência da Computação,4,63995,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Ciências Humanas,Educação,2,34380,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Ciências Humanas,Teologia,1,62100,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Ciências Sociais Aplicadas,Desenho Industrial,1,8000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Engenharias,Engenharia de Produção,1,28600,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Ciências Biológicas,Zoologia,1,72345,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Ciências da Saúde,Medicina,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Ciências Exatas e da Terra,Ciência da Computação,2,54335,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Ciências Humanas,Educação,1,15770,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Ciências Humanas,Filosofia,2,53193,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Ciências Sociais Aplicadas,Direito,2,67500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Lingüística, Letras e Artes,Letras,3,74250,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Lingüística, Letras e Artes,Lingüística,2,64128,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Outra,Bioética,1,12600,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Prefeitura Municipal de Afogados da Ingazeira,PE,Ciências Agrárias,Zootecnia,1,48000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Prefeitura Municipal de Vitoria da Conquista,BA,Ciências Humanas,Educação,1,88000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Programa Avancado de Cultura Contemporanea,RJ,Ciências Sociais Aplicadas,Comunicação,1,2400,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Programa de Pos-Graduacao em Historia,RS,Ciências Humanas,História,1,46869,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Rede de Tecnologia e Inovacao do Rio de Janeiro,RJ,Engenharias,Engenharia de Produção,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Rede Unida de Desenvolvimento de Recursos Humanos em Saude,RS,Ciências da Saúde,Saúde Coletiva,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Santa Casa de Misericordia de Sao Paulo,SP,Ciências da Saúde,Medicina,1,74000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Santa Casa de Misericordia do Rio de Janeiro,RJ,Ciências da Saúde,Medicina,2,84500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Secretaria de Ciencia, Tecnologia e Inovacao da Bahia,BA,Engenharias,Tecnologia e Inovação,1,16620,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SENAI - Departamento Regional de Santa Catarina,SC,Ciências Agrárias,Ciência e Tecnologia de Alimentos,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SENAI - Departamento Regional do Rio de Janeiro,RJ,Ciências Exatas e da Terra,Ciência da Computação,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SENAI - Departamento Regional do Rio Grande do Sul,RS,Ciências Sociais Aplicadas,Ciência da Informação,1,108597,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SENAI - Departamento Regional do Rio Grande do Sul,RS,Ciências Sociais Aplicadas,Desenho Industrial,1,25300,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SENAI - Departamento Regional do Rio Grande do Sul,RS,Engenharias,Engenharia de Materiais e Metalúrgica,1,46400,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SENAI - Departamento Regional do Rio Grande do Sul,RS,Engenharias,Engenharia Mecânica,1,66600,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Servico de Apoio as Micro e Pequenas Empresas de Joao Pessoa,PB,Ciências Exatas e da Terra,Ciência da Computação,1,10000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SOBENGE,SP,Ciências da Saúde,Medicina,1,100168,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Astronômica Brasileira,SP,Ciências Exatas e da Terra,Astronomia,2,133840,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Botanica de Sao Paulo,SP,Ciências Biológicas,Botânica,1,8167,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Anatomia,SP,Ciências Biológicas,Morfologia,1,102850,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Aquicultura e Biologia Aquatica,SP,Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,1,49850,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Automatica,SP,Engenharias,Engenharia Elétrica,2,98807,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Bioetica,DF,Ciências da Saúde,Saúde Coletiva,1,18255,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Biologia Celular,SP,Ciências Biológicas,Morfologia,1,45000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Bioquimica e Biologia Molecular,SP,Ciências Biológicas,Bioquímica,2,300000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Carcinologia,RS,Ciências Biológicas,Zoologia,1,35000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Cardiologia,RJ,Ciências da Saúde,Medicina,5,411630,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Cartografia,RJ,Outra,Multidisciplinar,1,49732,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Catalise,RJ,Ciências Exatas e da Terra,Química,2,64750,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Ciencia do Solo,MG,Ciências Agrárias,Agronomia,2,199990,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Ciencia e Tecnologia de Alimentos,SP,Ciências Agrárias,Ciência e Tecnologia de Alimentos,1,149518,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SOCIEDADE BRASILEIRA DE CIRURGIA BARIATRICA,SP,Ciências da Saúde,Medicina,1,68000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Cirurgia Cardiovascular,SP,Ciências da Saúde,Medicina,1,100709,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Cirurgia da Mao,SP,Ciências da Saúde,Fisioterapia e Terapia Ocupacional,1,9628,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Cirurgia da Mao,SP,Ciências da Saúde,Medicina,1,140000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Cirurgia Plastica de Santa Catarina,SC,Ciências da Saúde,Medicina,1,25066,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Citopatologia,SP,Ciências da Saúde,Medicina,1,150000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Clinica Medica Regional Goias,GO,Ciências da Saúde,Medicina,1,10000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Computacao - Porto Alegre,RS,Ciências Exatas e da Terra,Ciência da Computação,17,668715,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Crescimento de Cristais,SP,Ciências Exatas e da Terra,Física,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Dermatologia - Secao RJ,RJ,Ciências da Saúde,Medicina,1,150000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Econometria,RJ,Ciências Sociais Aplicadas,Economia,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Economia Politica,RJ,Ciências Sociais Aplicadas,Economia,1,155000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Economia, Administracao e Sociologia Rural,DF,Ciências Sociais Aplicadas,Economia,1,59570,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Educacao Matematica,DF,Ciências Humanas,Educação,3,59700,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,SOCIEDADE BRASILEIRA DE ENFERMAGEM EM GENETICA,PR,Ciências da Saúde,Enfermagem,1,35274,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Enferrmagem em Nefrologia,SP,Ciências da Saúde,Medicina,1,137074,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Engenharia Biomedica,RJ,Engenharias,Engenharia Biomédica,1,49960,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Estomatologia,SP,Ciências da Saúde,Odontologia,1,40000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Estudos de Cinema,SP,Ciências Sociais Aplicadas,Comunicação,1,193680,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Estudos Interdisciplinares da Comunicacao,SP,Ciências Sociais Aplicadas,Comunicação,1,106785,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Etologia,MG,Ciências Agrárias,Zootecnia,1,40000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Farmacia Hospitalar,SP,Ciências da Saúde,Farmácia,1,30000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Farmacologia e Terapeutica Experimental,SP,Ciências Biológicas,Farmacologia,1,270000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Financas,SP,Ciências Sociais Aplicadas,Economia,1,24400,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Fisica,SP,Ciências Exatas e da Terra,Física,9,833754,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Fisica,SP,Ciências Humanas,Educação,1,149690,,
