Ano_Fase;Fase Estat;Chamada Divulgação;Instituição_Beneficiária;UF_Instituição_Benef;Grande Área;Área;Qtd_Propostas;Total_Geral
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do ABC;SP;Engenharias;Engenharia de Materiais e Metalúrgica;1;40.178
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Acre;AC;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;13.635
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Acre;AC;Ciências Biológicas;Zoologia;1;50.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Acre;AC;Ciências da Saúde;Enfermagem;1;12.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Acre;AC;Ciências Exatas e da Terra;Química;1;10.104
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amapa;AP;Ciências Biológicas;Ecologia;1;22.565
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amapa;AP;Ciências Sociais Aplicadas;Direito;1;54.535
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1;15.684
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências Agrárias;Zootecnia;1;14.296
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências Biológicas;Fisiologia;1;14.865
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências da Saúde;Medicina;2;11.078
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências da Saúde;Odontologia;1;28.557
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências Exatas e da Terra;Física;1;22.392
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências Humanas;Educação;1;15.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências Humanas;Sociologia;1;15.464
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Ciências Sociais Aplicadas;Turismo;1;54.177
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Amazonas;AM;Engenharias;Engenharia de Produção;1;64.500
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1;45.344
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Biológicas;Microbiologia;1;48.272
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências da Saúde;Medicina;5;163.225
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Exatas e da Terra;Ciência da Computação;4;115.871
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Exatas e da Terra;Física;2;100.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Exatas e da Terra;Matemática;3;162.500
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Exatas e da Terra;Química;1;131.999
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Humanas;Educação;1;13.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Humanas;Filosofia;1;13.531
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Humanas;História;2;19.518
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Humanas;Psicologia;1;12.700
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Ciências Sociais Aplicadas;Economia;3;67.331
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Engenharias;Engenharia Civil;1;49.759
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Engenharias;Engenharia Química;1;27.905
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Engenharias;Tecnologia e Inovação;1;9.753
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Lingüística, Letras e Artes;Letras;1;27.919
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Ceará;CE;Lingüística, Letras e Artes;Lingüística;1;45.700
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Ciências Biológicas;Bioquímica;1;8.806
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Ciências Exatas e da Terra;Ciência da Computação;1;5.760
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Ciências Exatas e da Terra;Física;1;11.500
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Ciências Exatas e da Terra;Matemática;1;10.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Ciências Humanas;Educação;2;173.572
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Ciências Humanas;História;1;49.995
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Ciências Humanas;Sociologia;1;5.789
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Ciências Sociais Aplicadas;Direito;1;15.257
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Engenharias;Engenharia Sanitária;1;42.880
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Espírito Santo;ES;Lingüística, Letras e Artes;Letras;2;63.200
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Estado do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Geociências;1;22.315
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Estado do Rio de Janeiro;RJ;Ciências Sociais Aplicadas;Ciência da Informação;1;15.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Estado do Rio de Janeiro;RJ;Lingüística, Letras e Artes;Artes;1;13.190
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Maranhao;MA;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;23.617
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Maranhao;MA;Ciências da Saúde;Medicina;1;2.427
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Maranhao;MA;Ciências da Saúde;Saúde Coletiva;1;18.985
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Maranhao;MA;Ciências Exatas e da Terra;Física;1;10.567
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Maranhao;MA;Ciências Exatas e da Terra;Matemática;1;9.660
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Maranhao;MA;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;3.867
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Pampa;RS;Ciências Humanas;Geografia;1;41.750
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Agrárias;Agronomia;1;10.850
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Biológicas;Botânica;1;50.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Biológicas;Genética;1;26.200
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências da Saúde;Farmácia;1;25.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Exatas e da Terra;Ciência da Computação;1;120.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Exatas e da Terra;Física;1;49.855
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Exatas e da Terra;Geociências;3;181.421
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Exatas e da Terra;Matemática;1;6.957
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Exatas e da Terra;Química;1;19.110
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Humanas;Antropologia;1;43.031
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Humanas;Educação;2;78.544
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Humanas;Psicologia;1;150.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Humanas;Sociologia;1;50.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Sociais Aplicadas;Direito;1;13.378
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;64.442
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Lingüística, Letras e Artes;Letras;1;50.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Para;PA;Lingüística, Letras e Artes;Lingüística;2;74.127
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências da Saúde;Educação Física;1;75.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências da Saúde;Medicina;1;50.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Exatas e da Terra;Ciência da Computação;1;9.233
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Exatas e da Terra;Física;1;148.911
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Exatas e da Terra;Matemática;2;32.363
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Humanas;Educação;1;50.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Humanas;Filosofia;4;50.223
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Humanas;Geografia;1;37.995
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Humanas;Psicologia;1;20.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1;150.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Ciências Sociais Aplicadas;Direito;3;249.496
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Engenharias;Tecnologia e Inovação;1;10.630
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Paraná;PR;Lingüística, Letras e Artes;Lingüística;1;7.955
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Piaui;PI;Ciências Biológicas;Parasitologia;1;71.155
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Piaui;PI;Ciências Exatas e da Terra;Matemática;1;23.357
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Piaui;PI;Ciências Exatas e da Terra;Química;1;35.500
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Piaui;PI;Ciências Humanas;História;2;120.889
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Recôncavo da Bahia;BA;Ciências Humanas;Antropologia;1;8.600
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Recôncavo da Bahia;BA;Ciências Sociais Aplicadas;Economia;1;10.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Biológicas;Biofísica;1;69.237
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Biológicas;Bioquímica;2;64.068
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Biológicas;Ecologia;1;12.270
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Biológicas;Genética;1;49.345
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Biológicas;Microbiologia;1;48.127
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Biológicas;Morfologia;1;22.560
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências da Saúde;Enfermagem;3;44.255
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências da Saúde;Medicina;3;148.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências da Saúde;Nutrição;1;8.740
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Ciência da Computação;2;64.555
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Física;4;319.132
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Geociências;1;50.290
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Matemática;2;42.984
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Oceanografia;2;42.262
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Probabilidade e Estatística;2;134.695
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Química;4;51.390
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Humanas;Antropologia;1;45.952
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Humanas;Arqueologia;1;25.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Humanas;Educação;4;103.543
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Humanas;Filosofia;1;33.090
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Humanas;História;3;76.266
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Humanas;Sociologia;1;37.706
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Sociais Aplicadas;Ciência da Informação;1;50.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Sociais Aplicadas;Comunicação;2;67.931
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Sociais Aplicadas;Economia;1;150.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Ciências Sociais Aplicadas;Museologia;1;79.690
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia Civil;1;15.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia de Energia;1;140.275
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia de Materiais e Metalúrgica;1;13.500
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia de Produção;2;83.398
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia de Transportes;2;60.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia Elétrica;2;36.344
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia Nuclear;1;47.950
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia Química;1;20.270
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia Sanitária;2;30.759
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Lingüística, Letras e Artes;Artes;3;88.131
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Lingüística, Letras e Artes;Letras;1;20.922
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio de Janeiro;RJ;Lingüística, Letras e Artes;Lingüística;1;1.700
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1;46.333
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Ciências Exatas e da Terra;Oceanografia;1;34.128
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Ciências Humanas;Educação;1;31.135
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Ciências Humanas;Geografia;2;31.138
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Ciências Humanas;Sociologia;1;14.990
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Engenharias;Engenharia Mecânica;1;7.727
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Engenharias;Engenharia Naval e Oceânica;1;15.900
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Engenharias;Tecnologia e Inovação;1;19.003
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande;RS;Lingüística, Letras e Artes;Letras;1;10.164
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Biológicas;Botânica;1;150.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências da Saúde;Farmácia;1;12.614
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências da Saúde;Odontologia;1;82.168
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências da Saúde;Saúde Coletiva;1;10.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Exatas e da Terra;Oceanografia;1;17.357
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Humanas;Antropologia;3;40.917
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Humanas;Ciência Política;1;20.908
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Humanas;Educação;2;66.362
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Humanas;Filosofia;1;45.030
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Humanas;Geografia;1;51.548
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Humanas;História;2;15.088
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Humanas;Sociologia;1;10.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;10.753
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Engenharias;Engenharia de Materiais e Metalúrgica;1;9.990
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Norte;RN;Lingüística, Letras e Artes;Lingüística;1;49.833
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Agrárias;Agronomia;1;36.498
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Agrárias;Medicina Veterinária;4;222.710
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Biológicas;Bioquímica;1;15.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Biológicas;Ecologia;1;16.284
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Biológicas;Farmacologia;1;125.272
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Biológicas;Fisiologia;1;9.059
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Biológicas;Genética;2;86.480
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências da Saúde;Medicina;2;55.359
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências da Saúde;Saúde Coletiva;3;79.500
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Ciência da Computação;2;40.041
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Física;1;40.000
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Geociências;2;85.473
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Matemática;2;28.753
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Humanas;Ciência Política;2;119.367
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Humanas;Educação;3;37.420
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Humanas;História;1;32.890
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Humanas;Psicologia;2;22.636
2008;Demanda;Chamada MCT/CNPq/FINEP Nº 05/2008 - ARC;Universidade Federal do Rio Grande do Sul;RS;Ciências Sociais Aplicadas;Administração;1;28.578
