Ano Fase,Fase Estat,Região Inst Benef Macro,UF Inst Benef Macro,Instituição Beneficiária Macro,Modalidade,Grande Área,Área,Qtd Propostas,Total Geral (R$),
2008,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Ciências Humanas,História,2,105915,
2008,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,75500,
2008,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Serviço Social,1,16500,
2009,Demanda,Centro-Oeste,DF,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Apoio a Publicações Científicas,Ciências Humanas,História,1,24800,
2009,Demanda,Centro-Oeste,DF,Empresa Brasileira de Pesquisa Agropecuaria,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,1,102008,
2009,Demanda,Centro-Oeste,DF,Empresa Brasileira de Pesquisa Agropecuária,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,186080,
2009,Demanda,Centro-Oeste,DF,Instituto Brasileiro de Informacoes em Ciencia e Tecnologia,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Ciência da Informação,1,37000,
2009,Demanda,Centro-Oeste,DF,Universidade Catolica de Brasilia,Apoio a Publicações Científicas,Ciências da Saúde,Educação Física,1,78200,
2009,Demanda,Centro-Oeste,DF,Universidade Catolica de Brasilia,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Direito,1,6360,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Biológicas,Zoologia,1,19905,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,619245,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Matemática,1,25200,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,10000,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Humanas,História,1,48000,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,31200,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,29952,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,14800,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Economia,1,74000,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Serviço Social,1,64000,
2009,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Letras,1,37000
2009,Demanda,Centro-Oeste,GO,Universidade Federal de Goias,Apoio a Publicações Científicas,Ciências Humanas,História,2,35920,
2009,Demanda,Exterior,\EX,Centro de Investigaciones Ecologicas Del Sureste,Apoio a Publicações Científicas,Engenharias,Engenharia de Minas,1,40000,
2009,Demanda,Exterior,\EX,Gesellschaft Fur Technische Zusammenarbeit,Apoio a Publicações Científicas,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,1,47200,
2009,Demanda,Exterior,\EX,University of Windsor,Apoio a Publicações Científicas,Engenharias,Engenharia Elétrica,1,32400,
2009,Demanda,Não informada,\NI,Não informada,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,87130,
2009,Demanda,Não informada,\NI,Não informada,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,2,367000,
2009,Demanda,Não informada,\NI,Não informada,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Matemática,1,30000,
2009,Demanda,Não informada,\NI,Não informada,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,31700,
2009,Demanda,Não informada,\NI,Não informada,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,43200,
2009,Demanda,Nordeste,BA,Universidade Federal da Bahia,Apoio a Publicações Científicas,Ciências Agrárias,Zootecnia,1,18200,
2009,Demanda,Nordeste,BA,Universidade Federal da Bahia,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,378000,
2009,Demanda,Nordeste,BA,Universidade Federal da Bahia,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Química,1,573400,
2009,Demanda,Nordeste,BA,Universidade Federal da Bahia,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,28760,
2009,Demanda,Nordeste,BA,Universidade Federal da Bahia,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,39500,
2009,Demanda,Nordeste,BA,Universidade Federal da Bahia,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,30500,
2009,Demanda,Nordeste,CE,Governo do Estado do Ceara,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,1,7532,
2009,Demanda,Nordeste,CE,Universidade de Fortaleza,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,25110,
2009,Demanda,Nordeste,CE,Universidade de Fortaleza,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,2500,
2009,Demanda,Nordeste,CE,Universidade Federal do Ceará,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,1,49500,
2009,Demanda,Nordeste,CE,Universidade Federal do Ceará,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,1,25380,
2009,Demanda,Nordeste,PB,Universidade Estadual da Paraiba,Apoio a Publicações Científicas,Ciências da Saúde,Odontologia,1,44800,
2009,Demanda,Nordeste,PB,Universidade Federal da Paraíba,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,5850,
2009,Demanda,Nordeste,PB,Universidade Federal da Paraíba,Apoio a Publicações Científicas,Engenharias,Engenharia de Produção,1,39400,
2009,Demanda,Nordeste,PB,Universidade Federal de Campina Grande,Apoio a Publicações Científicas,Ciências Agrárias,Engenharia Agrícola,1,49375,
2009,Demanda,Nordeste,PE,Instituto de Medicina Integral Professor Fernando Figueira,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,76950,
2009,Demanda,Nordeste,PE,Universidade Federal de Pernambuco,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,10000,
2009,Demanda,Nordeste,PE,Universidade Federal Rural de Pernambuco,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,43080,
2009,Demanda,Nordeste,RN,Universidade Federal Rural do Semi-Árido,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,1619,
2009,Demanda,Norte,AM,Instituto Nacional de Pesquisas da Amazônia,Apoio a Publicações Científicas,Outra,Multidisciplinar,1,65000,
2009,Demanda,Norte,AM,Nucleo de Altos Estudos Amazonicos,Apoio a Publicações Científicas,Outra,Multidisciplinar,1,40000,
2009,Demanda,Norte,AP,Instituto de Pesquisas e Projetos para o Des. Socio-Economico da Amazonia,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Artes,1,25500
2009,Demanda,Norte,RR,Universidade Federal de Roraima,Apoio a Publicações Científicas,Outra,Multidisciplinar,1,20500,
2009,Demanda,Sudeste,ES,Fundacao Instituto Capixaba de Pesq. em Contabilidade, Economia e Financas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,31152
2009,Demanda,Sudeste,ES,Orienta Energias Alternativas,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,113300,
2009,Demanda,Sudeste,ES,Universidade Federal do Espírito Santo,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,17000,
2009,Demanda,Sudeste,MG,Faculdade Jesuita de Filosofia e Teologia,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,28285,
2009,Demanda,Sudeste,MG,Faculdade Pedro Leopoldo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Ciência da Informação,1,15000,
2009,Demanda,Sudeste,MG,Pontifícia Universidade Católica de Minas Gerais,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,11200,
2009,Demanda,Sudeste,MG,Pontifícia Universidade Católica de Minas Gerais,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,15840,
2009,Demanda,Sudeste,MG,Pontifícia Universidade Católica de Minas Gerais,Apoio a Publicações Científicas,Ciências Humanas,Teologia,1,19372,
2009,Demanda,Sudeste,MG,Pontifícia Universidade Católica de Minas Gerais,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,22544,
2009,Demanda,Sudeste,MG,Pontifícia Universidade Católica de Minas Gerais,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Direito,1,22408,
2009,Demanda,Sudeste,MG,Universidade Federal de Itajuba,Apoio a Publicações Científicas,Engenharias,Engenharia de Energia,1,46620,
2009,Demanda,Sudeste,MG,Universidade Federal de Juiz de Fora,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,16400,
2009,Demanda,Sudeste,MG,Universidade Federal de Lavras,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,2,129000,
2009,Demanda,Sudeste,MG,Universidade Federal de Lavras,Apoio a Publicações Científicas,Ciências Biológicas,Microbiologia,1,45800,
2009,Demanda,Sudeste,MG,Universidade Federal de Lavras,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,30700,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,49600,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Ciências da Saúde,Fisioterapia e Terapia Ocupacional,1,99840,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Ciências Humanas,Arqueologia,1,27000,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,29550,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,25000,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Ciências Humanas,História,1,61000,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Economia,1,35000,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Engenharias,Engenharia de Materiais e Metalúrgica,1,52000,
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Artes,1,33600
2009,Demanda,Sudeste,MG,Universidade Federal de Minas Gerais,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Lingüística,1,46400
2009,Demanda,Sudeste,MG,Universidade Federal de Ouro Preto,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,11500,
2009,Demanda,Sudeste,MG,Universidade Federal de Uberlandia,Apoio a Publicações Científicas,Ciências Humanas,Geografia,1,44800,
2009,Demanda,Sudeste,MG,Universidade Federal de Uberlandia,Apoio a Publicações Científicas,Ciências Humanas,História,2,65380,
2009,Demanda,Sudeste,MG,Universidade Federal de Viçosa,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,4,391577,
2009,Demanda,Sudeste,MG,Universidade Federal de Viçosa,Apoio a Publicações Científicas,Ciências Agrárias,Engenharia Agrícola,1,27320,
2009,Demanda,Sudeste,MG,Universidade Federal de Viçosa,Apoio a Publicações Científicas,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,1,55510,
2009,Demanda,Sudeste,MG,Universidade Federal de Viçosa,Apoio a Publicações Científicas,Ciências Agrárias,Zootecnia,1,130040,
2009,Demanda,Sudeste,MG,Universidade Federal do Triangulo Mineiro,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,269235,
2009,Demanda,Sudeste,RJ,Comissao Nacional de Energia Nuclear,Apoio a Publicações Científicas,Engenharias,Engenharia de Materiais e Metalúrgica,2,121200,
2009,Demanda,Sudeste,RJ,Fundacao Getulio Vargas,Apoio a Publicações Científicas,Ciências Humanas,História,1,23926,
2009,Demanda,Sudeste,RJ,Fundacao Getulio Vargas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,120194,
2009,Demanda,Sudeste,RJ,Fundacao Getulio Vargas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Economia,1,35000,
2009,Demanda,Sudeste,RJ,Fundacao Getulio Vargas,Apoio a Publicações Científicas,Engenharias,Engenharia de Produção,1,30000,
2009,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,170800,
2009,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,4,624156,
2009,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,40040,
2009,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências Humanas,História,1,91000,
2009,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Demografia,1,58250,
2009,Demanda,Sudeste,RJ,Instituto Nacional de Matemática Pura e Aplicada,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Matemática,1,40770,
2009,Demanda,Sudeste,RJ,Instituto Nacional de Matemática Pura e Aplicada,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Probabilidade e Estatística,1,15900,
2009,Demanda,Sudeste,RJ,Instituto Universitario de Pesquisas do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,102400,
2009,Demanda,Sudeste,RJ,Pontificia Universidade Catolica do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,20560,
2009,Demanda,Sudeste,RJ,Pontificia Universidade Catolica do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,18500,
2009,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,1,36000,
2009,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Educação,2,59990,
2009,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,27500,
2009,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Geografia,1,14500,
2009,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,23000,
2009,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Artes,1,48000
2009,Demanda,Sudeste,RJ,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Apoio a Publicações Científicas,Ciências Biológicas,Botânica,1,55000,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências da Saúde,Educação Física,2,67820,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências da Saúde,Farmácia,1,88000,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,53800,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,48000,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,15000,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,39000,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,História,1,46500,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,3,72800,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,34000,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Engenharias,Engenharia Mecânica,1,53600,
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Letras,1,23680
2009,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Outra,Multidisciplinar,2,254438,
2009,Demanda,Sudeste,RJ,Universidade Federal Fluminense,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,87500,
2009,Demanda,Sudeste,RJ,Universidade Federal Fluminense,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,24700,
2009,Demanda,Sudeste,RJ,Universidade Federal Fluminense,Apoio a Publicações Científicas,Ciências Humanas,História,1,20000,
2009,Demanda,Sudeste,RJ,Universidade Federal Fluminense,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,71000,
2009,Demanda,Sudeste,RJ,Universidade Federal Fluminense,Apoio a Publicações Científicas,Engenharias,Engenharia de Produção,2,55900,
2009,Demanda,Sudeste,RJ,Universidade Federal Rural do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,54200,
2009,Demanda,Sudeste,SP,Associacao Assitencial em Saude e Educacao,Apoio a Publicações Científicas,Ciências da Saúde,Fonoaudiologia,1,197700,
2009,Demanda,Sudeste,SP,Associacao Instituto Internacional de Ecologia,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,100000,
2009,Demanda,Sudeste,SP,Associacao Paulista para o Desenvolvimento da Medicina - Hospital Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,1,232000,
2009,Demanda,Sudeste,SP,Centro Latino Americano e do Caribe de Informatica em Ciencias da Saude,Apoio a Publicações Científicas,Outra,Multidisciplinar,1,250000,
2009,Demanda,Sudeste,SP,Centro Universitario Senac,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Desenho Industrial,1,44775,
2009,Demanda,Sudeste,SP,Conselho Brasileiro de Oftalmologia,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,45000,
2009,Demanda,Sudeste,SP,Fundacao Getulio Vargas - SP,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,272000,
2009,Demanda,Sudeste,SP,Fundacao Getulio Vargas - SP,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Direito,1,55000,
2009,Demanda,Sudeste,SP,Fundacao Getulio Vargas - SP,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Economia,1,50375,
2009,Demanda,Sudeste,SP,Fundacao Jorge Duprat Figueiredo de Seguranca e Medicina do Trabalho,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,1,36080,
2009,Demanda,Sudeste,SP,Instituto Adolfo Lutz,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,1,127000,
2009,Demanda,Sudeste,SP,Instituto Agronomico de Campinas,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,2,96910,
2009,Demanda,Sudeste,SP,Instituto de Tecnologia de Alimentos,Apoio a Publicações Científicas,Ciências Agrárias,Ciência e Tecnologia de Alimentos,1,25877,
2009,Demanda,Sudeste,SP,Instituto Nacional de Pesquisas Espaciais,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,83360,
2009,Demanda,Sudeste,SP,Instituto Nacional de Pesquisas Espaciais,Apoio a Publicações Científicas,Engenharias,Engenharia de Produção,1,70000,
2009,Demanda,Sudeste,SP,Instituto Sedes Sapientiae,Apoio a Publicações Científicas,Engenharias,Engenharia de Produção,1,128,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências da Saúde,Nutrição,1,116079,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,7500,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,98649,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Ciência da Informação,1,39100,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,15000,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,História,1,29520,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,36000,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Comunicação,2,88130,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Planejamento Urbano e Regional,1,24240,
2009,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Outra,Divulgação Científica,1,14600,
2009,Demanda,Sudeste,SP,Sociedade Botanica de Sao Paulo,Apoio a Publicações Científicas,Ciências Biológicas,Botânica,1,100000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,3,181880,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Agrárias,Ciência e Tecnologia de Alimentos,2,186376,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,60000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,220000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Biológicas,Ecologia,1,19000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Biológicas,Genética,2,340800,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Biológicas,Microbiologia,1,70000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Biológicas,Zoologia,3,148000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Educação Física,1,33000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,2,407300,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Farmácia,2,188786,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Fisioterapia e Terapia Ocupacional,1,69100,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Fonoaudiologia,2,148498,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,8,977755,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Odontologia,3,252700,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,2,261366,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,41000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Oceanografia,1,62780,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Probabilidade e Estatística,1,48600,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Química,1,285000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,31000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,70422,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,40000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Geografia,1,9600,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,5,179160,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,55000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,2,38910,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,36700,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Ciências Sociais,2,115000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Comunicação,3,102024,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Economia,3,229676,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Planejamento Urbano e Regional,1,52250,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Engenharias,Engenharia Civil,1,64000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Engenharias,Engenharia de Produção,1,90000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Engenharias,Engenharia de Transportes,1,48800,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Engenharias,Engenharia Mecânica,1,30000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Engenharias,Engenharia Química,1,66000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Engenharias,Microeletrônica,1,12000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Artes,1,37000
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Letras,1,22600
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Outra,Ciências,1,59000,
2009,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Outra,Multidisciplinar,4,318800,
2009,Demanda,Sudeste,SP,Universidade de Sorocaba,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,16000,
2009,Demanda,Sudeste,SP,Universidade de Taubate,Apoio a Publicações Científicas,Outra,Multidisciplinar,1,24000,
