Ano Fase,Fase Estat,Região Inst Benef Macro,UF Inst Benef Macro,Instituição Beneficiária Macro,Modalidade,Grande Área,Área,Qtd Propostas,Total Geral (R$),
2013,Demanda,Sudeste,RJ,Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,2,60000,
2013,Demanda,Sudeste,RJ,Colegio Brasileiro de Patologia Animal,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,373200,
2013,Demanda,Sudeste,RJ,Comissao Nacional de Energia Nuclear,Apoio a Publicações Científicas,Engenharias,Engenharia de Materiais e Metalúrgica,2,240000,
2013,Demanda,Sudeste,RJ,Fundação Casa de Rui Barbosa,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Letras,1,50000
2013,Demanda,Sudeste,RJ,Fundacao Getulio Vargas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,3,266100,
2013,Demanda,Sudeste,RJ,Fundacao Getulio Vargas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Direito,1,36850,
2013,Demanda,Sudeste,RJ,Fundacao Getulio Vargas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Economia,1,30000,
2013,Demanda,Sudeste,RJ,Fundacao Instituto Brasileiro de Geografia e Estatistica,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Demografia,1,61500,
2013,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,200800,
2013,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,2,480880,
2013,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,92261,
2013,Demanda,Sudeste,RJ,Fundacao Oswaldo Cruz,Apoio a Publicações Científicas,Ciências Humanas,História,1,72450,
2013,Demanda,Sudeste,RJ,Instituto de Estudos da Religiao,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,44000,
2013,Demanda,Sudeste,RJ,Pontificia Universidade Catolica do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,29000,
2013,Demanda,Sudeste,RJ,Pontificia Universidade Catolica do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,28400,
2013,Demanda,Sudeste,RJ,Sociedade Brasileira de Cardiologia,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,60000,
2013,Demanda,Sudeste,RJ,Sociedade Brasileira de Eletronica de Potencia,Apoio a Publicações Científicas,Engenharias,Engenharia Elétrica,1,53800,
2013,Demanda,Sudeste,RJ,Sociedade Brasileira de Matematica,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Matemática,1,40000,
2013,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,1,46000,
2013,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,62400,
2013,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,210000,
2013,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,27160,
2013,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Direito,1,25500,
2013,Demanda,Sudeste,RJ,Universidade do Estado do Rio de Janeiro,Apoio a Publicações Científicas,Outra,Divulgação Científica,1,97465,
2013,Demanda,Sudeste,RJ,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Apoio a Publicações Científicas,Ciências Biológicas,Botânica,1,40000,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,125000,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Biológicas,Fisiologia,1,12000,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,1,149620,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,69000,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,História,1,47800,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,2,85000,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,41096,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Comunicação,1,25600,
2013,Demanda,Sudeste,RJ,Universidade Federal do Rio de Janeiro,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Letras,1,37600
2013,Demanda,Sudeste,RJ,Universidade Federal Fluminense,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,80000,
2013,Demanda,Sudeste,RJ,Universidade Federal Fluminense,Apoio a Publicações Científicas,Ciências Humanas,História,1,90000,
2013,Demanda,Sudeste,RJ,Universidade Federal Fluminense,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,114260,
2013,Demanda,Sudeste,RJ,Universidade Federal Rural do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,96800,
2013,Demanda,Sudeste,RJ,Universidade Federal Rural do Rio de Janeiro,Apoio a Publicações Científicas,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,1,24000,
2013,Demanda,Sudeste,SP,Associacao Brasileira de Divulgacao Cientifica,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,216219,
2013,Demanda,Sudeste,SP,Associacao Brasileira de Limnologia,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Ciências Ambientais,1,50000,
2013,Demanda,Sudeste,SP,Associacao da Revista Brasileira de Biologia,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,120000,
2013,Demanda,Sudeste,SP,Associacao Nacional de Historia - Sede,Apoio a Publicações Científicas,Ciências Humanas,História,1,63200,
2013,Demanda,Sudeste,SP,Associacao Nacional de Pos-Graduacao e Pesquisa em Ciencias Sociais,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,2,90000,
2013,Demanda,Sudeste,SP,Associacao Universitaria de Pesquisa em Psicopatologia Fundamental,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,50160,
2013,Demanda,Sudeste,SP,Centro Brasileiro de Analise e Planejamento,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,72390,
2013,Demanda,Sudeste,SP,Centro de Estudos de Cultura Contemporanea,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,59490,
2013,Demanda,Sudeste,SP,Centro de Estudos em Educacao e Sociedade,Apoio a Publicações Científicas,Ciências Humanas,Educação,2,135100,
2013,Demanda,Sudeste,SP,Centro Universitario FECAP,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,58981,
2013,Demanda,Sudeste,SP,Faculdade de Odontologia de Bauru - USP,Apoio a Publicações Científicas,Ciências da Saúde,Odontologia,1,157000,
2013,Demanda,Sudeste,SP,Fundacao APINCO de Ciencia e Tecnologia Avicolas,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,35000,
2013,Demanda,Sudeste,SP,Fundação Carlos Chagas,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,77560,
2013,Demanda,Sudeste,SP,Fundacao Jorge Duprat Figueiredo de Seguranca e Medicina do Trabalho,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,1,88859,
2013,Demanda,Sudeste,SP,Fundacao Sociedade Brasileira de Pediatria,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,120000,
2013,Demanda,Sudeste,SP,Instituto Agronomico de Campinas,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,1,47600,
2013,Demanda,Sudeste,SP,Instituto Biologico,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Ciências Ambientais,1,75200,
2013,Demanda,Sudeste,SP,INSTITUTO DE TECNOLOGIA DE SOFTWARE,Apoio a Publicações Científicas,Outra,Divulgação Científica,1,184300,
2013,Demanda,Sudeste,SP,Instituto Federal de São Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,15000,
2013,Demanda,Sudeste,SP,Instituto Israelita de Ensino e Pesquisa Albert Einstein,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,74056,
2013,Demanda,Sudeste,SP,Instituto Nacional de Pesquisas Espaciais,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,113560,
2013,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências da Saúde,Nutrição,1,104786,
2013,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,46524,
2013,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,82505,
2013,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,48722,
2013,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Campinas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Ciência da Informação,1,38995,
2013,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,21000,
2013,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Comunicação,2,34000,
2013,Demanda,Sudeste,SP,Pontificia Universidade Catolica de Sao Paulo,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Lingüística,1,15000
2013,Demanda,Sudeste,SP,Sociedade Botanica de Sao Paulo,Apoio a Publicações Científicas,Ciências Biológicas,Botânica,1,30000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Cirurgia Cardiovascular,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,196000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Coluna,Apoio a Publicações Científicas,Outra,Divulgação Científica,1,107600,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Fisica,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Física,2,184000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Genetica,Apoio a Publicações Científicas,Ciências Biológicas,Genética,1,150000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Medicina do Exercicio e do Esporte,Apoio a Publicações Científicas,Outra,Divulgação Científica,1,129000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Microbiologia,Apoio a Publicações Científicas,Ciências Biológicas,Microbiologia,1,125000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Pesquisa Odontologica,Apoio a Publicações Científicas,Ciências da Saúde,Odontologia,1,90000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Quimica,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Química,1,175000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira de Quimica,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,50000,
2013,Demanda,Sudeste,SP,Sociedade Brasileira para o Desenvolvimento da Pesquisa em Cirurgia,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,130000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,1,51472,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Agrárias,Ciência e Tecnologia de Alimentos,1,153000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Biológicas,Zoologia,2,77000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,2,217420,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Farmácia,1,115000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Fisioterapia e Terapia Ocupacional,1,52800,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,3,467530,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Odontologia,1,129000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,3,682832,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Ciências Ambientais,1,50000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,118320,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,35000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,2,179550,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,78100,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,27250,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,2,204032,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,45000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,2,106540,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,15000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Engenharias,Engenharia de Produção,1,108000,
2013,Demanda,Sudeste,SP,Universidade de Sao Paulo,Apoio a Publicações Científicas,Engenharias,Engenharia Química,2,131036,
2013,Demanda,Sudeste,SP,Universidade de Sorocaba,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,18500,
2013,Demanda,Sudeste,SP,Universidade de Taubate,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Ciências Ambientais,1,52000,
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,1,21380,
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Probabilidade e Estatística,1,43600,
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Química,1,293796,
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,65700,
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,75220,
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,30000,
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Economia,1,40000,
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Letras,1,17000
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Lingüística,2,42000
2013,Demanda,Sudeste,SP,Universidade Estadual de Campinas,Apoio a Publicações Científicas,Outra,Divulgação Científica,1,30000,
2013,Demanda,Sudeste,SP,Universidade Estadual Paulista Júlio de Mesquita Filho,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,2,79062,
2013,Demanda,Sudeste,SP,Universidade Estadual Paulista Júlio de Mesquita Filho,Apoio a Publicações Científicas,Ciências Agrárias,Engenharia Agrícola,1,25000,
2013,Demanda,Sudeste,SP,Universidade Estadual Paulista Júlio de Mesquita Filho,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,101600,
2013,Demanda,Sudeste,SP,Universidade Estadual Paulista Júlio de Mesquita Filho,Apoio a Publicações Científicas,Ciências da Saúde,Odontologia,1,42000,
2013,Demanda,Sudeste,SP,Universidade Estadual Paulista Júlio de Mesquita Filho,Apoio a Publicações Científicas,Ciências da Saúde,Saúde Coletiva,1,189270,
2013,Demanda,Sudeste,SP,Universidade Estadual Paulista Júlio de Mesquita Filho,Apoio a Publicações Científicas,Ciências Humanas,Educação,4,296200,
2013,Demanda,Sudeste,SP,Universidade Estadual Paulista Júlio de Mesquita Filho,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,27200,
2013,Demanda,Sudeste,SP,Universidade Estadual Paulista Júlio de Mesquita Filho,Apoio a Publicações Científicas,Ciências Humanas,História,1,33042,
2013,Demanda,Sudeste,SP,Universidade Federal de São Carlos,Apoio a Publicações Científicas,Ciências da Saúde,Fisioterapia e Terapia Ocupacional,1,150000,
2013,Demanda,Sudeste,SP,Universidade Federal de São Carlos,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,10000,
2013,Demanda,Sudeste,SP,Universidade Federal de São Carlos,Apoio a Publicações Científicas,Engenharias,Engenharia de Produção,2,363826,
2013,Demanda,Sudeste,SP,Universidade Federal de São Carlos,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Lingüística,1,24000
2013,Demanda,Sudeste,SP,Universidade Federal de Sao Paulo,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,1,167711,
2013,Demanda,Sudeste,SP,Universidade Federal de Sao Paulo,Apoio a Publicações Científicas,Ciências Humanas,História,1,110100,
2013,Demanda,Sudeste,SP,Universidade Metodista de Sao Paulo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Comunicação,1,51800,
2013,Demanda,Sudeste,SP,Universidade Nove de Julho,Apoio a Publicações Científicas,Engenharias,Robótica, Mecatrônica e Automação,1,26000
2013,Demanda,Sudeste,SP,Universidade São Francisco,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,27200,
2013,Demanda,Sul,PR,Fundação de Pesquisas Florestais do Paraná,Apoio a Publicações Científicas,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,1,59080,
2013,Demanda,Sul,PR,Instituto de Tecnologia do Parana,Apoio a Publicações Científicas,Ciências Biológicas,Biologia Geral,1,266278,
2013,Demanda,Sul,PR,Pontifícia Universidade Católica do Paraná,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,135890,
2013,Demanda,Sul,PR,Pontifícia Universidade Católica do Paraná,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,10000,
2013,Demanda,Sul,PR,Pontifícia Universidade Católica do Paraná,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Planejamento Urbano e Regional,1,60000,
2013,Demanda,Sul,PR,Universidade Estadual de Maringá,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,1,44000,
2013,Demanda,Sul,PR,Universidade Estadual de Maringá,Apoio a Publicações Científicas,Ciências Agrárias,Zootecnia,1,44000,
2013,Demanda,Sul,PR,Universidade Estadual de Maringá,Apoio a Publicações Científicas,Ciências da Saúde,Educação Física,1,41472,
2013,Demanda,Sul,PR,Universidade Estadual de Maringá,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,1,22000,
2013,Demanda,Sul,PR,Universidade Estadual de Maringá,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,44000,
2013,Demanda,Sul,PR,Universidade Estadual de Maringá,Apoio a Publicações Científicas,Ciências Humanas,História,1,45000,
2013,Demanda,Sul,PR,Universidade Estadual de Maringá,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,56500,
2013,Demanda,Sul,PR,Universidade Estadual de Maringá,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Lingüística,1,44000
2013,Demanda,Sul,PR,Universidade Estadual de Ponta Grossa,Apoio a Publicações Científicas,Ciências Humanas,História,1,17500,
2013,Demanda,Sul,PR,Universidade Federal do Paraná,Apoio a Publicações Científicas,Ciências Agrárias,Ciência e Tecnologia de Alimentos,1,32510,
2013,Demanda,Sul,PR,Universidade Federal do Paraná,Apoio a Publicações Científicas,Ciências Biológicas,Zoologia,2,152000,
2013,Demanda,Sul,PR,Universidade Federal do Paraná,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,27000,
2013,Demanda,Sul,PR,Universidade Federal do Paraná,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,1,45200,
2013,Demanda,Sul,PR,Universidade Federal do Paraná,Apoio a Publicações Científicas,Ciências Humanas,Educação,1,102000,
2013,Demanda,Sul,PR,Universidade Federal do Paraná,Apoio a Publicações Científicas,Ciências Humanas,Geografia,1,17700,
2013,Demanda,Sul,PR,Universidade Federal do Paraná,Apoio a Publicações Científicas,Engenharias,Engenharia Mecânica,1,62500,
2013,Demanda,Sul,RS,Fundacao Zoobotanica do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Biológicas,Botânica,1,18000,
2013,Demanda,Sul,RS,Fundacao Zoobotanica do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Biológicas,Zoologia,1,32000,
2013,Demanda,Sul,RS,Fundacao Zoobotanica do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,31100,
2013,Demanda,Sul,RS,Instituto Brasileiro de Avaliacao Psicologica,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,29610,
2013,Demanda,Sul,RS,Pontifícia Universidade Católica do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Humanas,Educação,2,73000,
2013,Demanda,Sul,RS,Pontifícia Universidade Católica do Rio Grande do Sul,Apoio a Publicações Científicas,Outra,Divulgação Científica,1,38560,
2013,Demanda,Sul,RS,Universidade do Vale do Rio dos Sinos,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,9500,
2013,Demanda,Sul,RS,Universidade do Vale do Rio dos Sinos,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,7500,
2013,Demanda,Sul,RS,Universidade do Vale do Rio dos Sinos,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Lingüística,1,9650
2013,Demanda,Sul,RS,Universidade Federal de Santa Maria,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,102000,
2013,Demanda,Sul,RS,Universidade Federal de Santa Maria,Apoio a Publicações Científicas,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,1,66800,
2013,Demanda,Sul,RS,Universidade Federal de Santa Maria,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,75000,
2013,Demanda,Sul,RS,Universidade Federal de Santa Maria,Apoio a Publicações Científicas,Outra,Divulgação Científica,1,25000,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Biológicas,Zoologia,1,85000,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências da Saúde,Educação Física,1,136912,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,1,71895,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências da Saúde,Medicina,1,53775,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Exatas e da Terra,Geociências,1,28100,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Humanas,Educação,2,100300,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,71000,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,44800,
2013,Demanda,Sul,RS,Universidade Federal do Rio Grande do Sul,Apoio a Publicações Científicas,Engenharias,Engenharia Civil,1,42000,
2013,Demanda,Sul,SC,Fundacao Universidade Regional de Blumenau,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Administração,1,157000,
2013,Demanda,Sul,SC,Universidade do Estado de Santa Catarina,Apoio a Publicações Científicas,Ciências Humanas,História,1,40500,
2013,Demanda,Sul,SC,Universidade do Sul de Santa Catarina,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Lingüística,1,20000
2013,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Ciências da Saúde,Educação Física,3,221592,
2013,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,1,112920,
2013,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Ciências Humanas,História,1,87050,
2013,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Direito,1,49000,
2013,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Serviço Social,1,35490,
2013,Demanda,Sul,SC,Universidade Federal de Santa Catarina,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Letras,1,26000
2014,Demanda,Centro-Oeste,DF,Associacao Brasileira de Antropologia,Apoio a Publicações Científicas,Ciências Humanas,Antropologia,1,29000,
2014,Demanda,Centro-Oeste,DF,Associacao Brasileira de Enfermagem,Apoio a Publicações Científicas,Ciências da Saúde,Enfermagem,1,123150,
2014,Demanda,Centro-Oeste,DF,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Apoio a Publicações Científicas,Ciências Agrárias,Medicina Veterinária,1,122000,
2014,Demanda,Centro-Oeste,DF,Empresa Brasileira de Pesquisa Agropecuaria,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,1,139500,
2014,Demanda,Centro-Oeste,DF,Sociedade Brasileira de Pesquisadores em Jornalismo,Apoio a Publicações Científicas,Ciências Sociais Aplicadas,Comunicação,1,36700,
2014,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Humanas,Ciência Política,2,151500,
2014,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Humanas,Filosofia,1,46000,
2014,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Humanas,Psicologia,1,30000,
2014,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Ciências Humanas,Sociologia,1,55000,
2014,Demanda,Centro-Oeste,DF,Universidade de Brasilia,Apoio a Publicações Científicas,Lingüística, Letras e Artes,Letras,1,35600
2014,Demanda,Centro-Oeste,GO,Universidade Federal de Goias,Apoio a Publicações Científicas,Ciências Agrárias,Agronomia,1,24500,
2014,Demanda,Centro-Oeste,GO,Universidade Federal de Goias,Apoio a Publicações Científicas,Ciências Agrárias,Zootecnia,1,13770,
