Ano Fase;Fase Estat;Região Inst Benef Macro;UF Inst Benef Macro;Instituição Beneficiária Macro;Modalidade;Grande Área;Área;Qtd Propostas;Total Geral (R$)
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;1;239.930
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;66.624
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;62.400
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências da Saúde;Farmácia;1;60.390
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;2;40.600
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;26.363
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;24.000
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;26.000
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;8.200
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Geografia;1;3.600
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;16.000
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;15.000
2009;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;18.180
2009;Demanda;Sul;PR;Universidade Positivo;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;1;100.000
2009;Demanda;Sul;PR;Universidade Tecnológica Federal do Paraná;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;1;30.000
2009;Demanda;Sul;RS;Centro Universitario La Salle - Canoas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1;6.400
2009;Demanda;Sul;RS;Faculdades Integradas de Taquara;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;41.800
2009;Demanda;Sul;RS;Fundação de Economia e Estatística;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;15.300
2009;Demanda;Sul;RS;Fundacao Zoobotanica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;29.500
2009;Demanda;Sul;RS;Fundacao Zoobotanica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;59.000
2009;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;1;15.000
2009;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;23.600
2009;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;História;1;12.440
2009;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;53.000
2009;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Serviço Social;1;25.000
2009;Demanda;Sul;RS;Universidade de Passo Fundo;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;15.710
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;8.570
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;8.240
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Humanas;História;1;23.294
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;8.600
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;18.000
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;2;19.210
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;6.500
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Engenharias;Engenharia Sanitária;1;9.900
2009;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;10.050
2009;Demanda;Sul;RS;Universidade Federal de Pelotas;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;82.000
2009;Demanda;Sul;RS;Universidade Federal de Pelotas;Apoio a Publicações Científicas;Ciências Humanas;Educação;2;21.500
2009;Demanda;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;82.700
2009;Demanda;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;31.000
2009;Demanda;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;14.590
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;14.600
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;98.000
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;70.000
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;95.200
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;2;367.469
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Física;1;85.000
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;4;57.000
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;33.500
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;13.701
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;54.000
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;História;1;17.000
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;69.000
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Engenharia Civil;1;33.200
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;1;53.200
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Engenharia Elétrica;1;35.200
2009;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;17.500
2009;Demanda;Sul;RS;Universidade Feevale;Apoio a Publicações Científicas;Engenharias;Engenharia Sanitária;1;37.000
2009;Demanda;Sul;SC;Chaordic Systems;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;26.000
2009;Demanda;Sul;SC;Fundacao Universidade Regional de Blumenau;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;22.000
2009;Demanda;Sul;SC;Universidade do Estado de Santa Catarina;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;18.000
2009;Demanda;Sul;SC;Universidade do Vale do Itajai;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;11.000
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;24.780
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;2;212.072
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Educação;2;45.410
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;8.000
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;História;1;10.450
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;75.766
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;19.400
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;95.823
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Serviço Social;1;24.000
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;1;30.000
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Engenharias;Engenharia Sanitária;1;64.820
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;2;24.250
2009;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;57.162
2010;Demanda;Centro-Oeste;DF;Associacao Brasileira de Antropologia;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;14.500
2010;Demanda;Centro-Oeste;DF;Comissao Executiva do Plano da Lavoura Cacaueira;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;58.000
2010;Demanda;Centro-Oeste;DF;Conselho Nacional de Desenvolvimento Científico e Tecnológico;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;4.300
2010;Demanda;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;128.438
2010;Demanda;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;193.640
2010;Demanda;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;8.485
2010;Demanda;Centro-Oeste;DF;Instituto Brasileiro de Informacoes em Ciencia e Tecnologia;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;1;42.550
2010;Demanda;Centro-Oeste;DF;Ministerio da Ciencia e Tecnologia;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;1;13.800
2010;Demanda;Centro-Oeste;DF;Ministerio da Educacao;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;1;44.800
2010;Demanda;Centro-Oeste;DF;Sociedade Brasileira de Economia, Administracao e Sociologia Rural;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;18.000
2010;Demanda;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;738.609
2010;Demanda;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Ciência da Computação;1;33.200
2010;Demanda;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Ciências Humanas;História;1;60.000
2010;Demanda;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;74.000
2010;Demanda;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;25.500
2010;Demanda;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;2;64.500
2010;Demanda;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;18.000
2010;Demanda;Centro-Oeste;GO;Empresa de Assistencia Tecnica e Extensao Rural do Estado de Goias;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;65.305
2010;Demanda;Centro-Oeste;GO;Universidade Federal de Goias;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;40.000
2010;Demanda;Centro-Oeste;GO;Universidade Federal de Goias;Apoio a Publicações Científicas;Ciências Humanas;Geografia;1;14.500
2010;Demanda;Centro-Oeste;GO;Universidade Federal de Goias;Apoio a Publicações Científicas;Ciências Humanas;História;1;29.000
2010;Demanda;Centro-Oeste;GO;Universidade Federal de Goias;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;17.200
2010;Demanda;Centro-Oeste;MS;Universidade Católica Dom Bosco;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;20.000
2010;Demanda;Centro-Oeste;MS;Universidade Federal de Mato Grosso do Sul;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;46.610
2010;Demanda;Centro-Oeste;MT;Universidade Federal de Mato Grosso;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;36.000
2010;Demanda;Exterior;\EX;Universidad de Salamanca;Apoio a Publicações Científicas;Ciências Humanas;História;1;75.400
2010;Demanda;Exterior;\EX;Universidad Nacional de Rio Cuarto;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;43.240
2010;Demanda;Exterior;\EX;Universite Libre de Bruxelles;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;13.360
2010;Demanda;Exterior;\EX;University College of London;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Ciências Ambientais;1;20.000
2010;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;35.000
2010;Demanda;Nordeste;BA;Universidade Estadual de Feira de Santana;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;97.000
2010;Demanda;Nordeste;BA;Universidade Federal da Bahia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;370.000
2010;Demanda;Nordeste;BA;Universidade Federal da Bahia;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;2;92.584
2010;Demanda;Nordeste;BA;Universidade Federal da Bahia;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;10.700
2010;Demanda;Nordeste;BA;Universidade Federal do Recôncavo da Bahia;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;47.200
2010;Demanda;Nordeste;CE;Universidade de Fortaleza;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;25.110
2010;Demanda;Nordeste;CE;Universidade Federal do Ceará;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;25.500
2010;Demanda;Nordeste;CE;Universidade Federal do Ceará;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;21.500
2010;Demanda;Nordeste;CE;Universidade Federal do Ceará;Apoio a Publicações Científicas;Ciências Humanas;Geografia;1;24.620
2010;Demanda;Nordeste;PB;Universidade Federal da Paraíba;Apoio a Publicações Científicas;Ciências Agrárias;Engenharia Agrícola;1;42.728
2010;Demanda;Nordeste;PB;Universidade Federal da Paraíba;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;310.080
2010;Demanda;Nordeste;PE;Instituto de Medicina Integral Professor Fernando Figueira;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;80.250
2010;Demanda;Nordeste;PE;Universidade de Pernambuco;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;40.054
2010;Demanda;Nordeste;PE;Universidade Federal de Pernambuco;Apoio a Publicações Científicas;Ciências da Saúde;Farmácia;1;131.566
2010;Demanda;Nordeste;PE;Universidade Federal de Pernambuco;Apoio a Publicações Científicas;Ciências Humanas;Arqueologia;1;36.685
2010;Demanda;Nordeste;RN;Universidade Federal do Rio Grande do Norte;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;34.500
2010;Demanda;Nordeste;RN;Universidade Federal do Rio Grande do Norte;Apoio a Publicações Científicas;Engenharias;Engenharia Química;1;35.000
2010;Demanda;Nordeste;SE;Universidade Federal de Sergipe;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;155.000
2010;Demanda;Nordeste;SE;Universidade Federal de Sergipe;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;23.600
2010;Demanda;Norte;AM;Instituto Nacional de Pesquisas da Amazônia;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;92.400
2010;Demanda;Norte;PA;Museu Paraense Emilio Goeldi;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciências Sociais;1;30.000
2010;Demanda;Sudeste;MG;Colegio Brasileiro de Reproducao Animal;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;72.000
2010;Demanda;Sudeste;MG;Faculdade Pedro Leopoldo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;1;15.000
2010;Demanda;Sudeste;MG;Fundacao Helena Antipoff;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;27.800
2010;Demanda;Sudeste;MG;Pontifícia Universidade Católica de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;14.520
2010;Demanda;Sudeste;MG;Universidade do Estado de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;52.300
2010;Demanda;Sudeste;MG;Universidade Federal de Juiz de Fora;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;100.000
2010;Demanda;Sudeste;MG;Universidade Federal de Juiz de Fora;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;15.200
2010;Demanda;Sudeste;MG;Universidade Federal de Juiz de Fora;Apoio a Publicações Científicas;Ciências Humanas;História;1;24.000
2010;Demanda;Sudeste;MG;Universidade Federal de Lavras;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;3;201.700
2010;Demanda;Sudeste;MG;Universidade Federal de Lavras;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;47.592
2010;Demanda;Sudeste;MG;Universidade Federal de Lavras;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;35.015
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;113.000
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;70.440
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;35.482
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;59.000
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;34.400
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;História;1;66.000
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;57.000
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;56.000
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;18.125
2010;Demanda;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;50.160
2010;Demanda;Sudeste;MG;Universidade Federal de Ouro Preto;Apoio a Publicações Científicas;Engenharias;Engenharia de Minas;1;169.148
2010;Demanda;Sudeste;MG;Universidade Federal de Uberlandia;Apoio a Publicações Científicas;Ciências Humanas;Geografia;1;47.800
2010;Demanda;Sudeste;MG;Universidade Federal de Uberlandia;Apoio a Publicações Científicas;Ciências Humanas;História;2;71.880
2010;Demanda;Sudeste;MG;Universidade Federal de Uberlandia;Apoio a Publicações Científicas;Engenharias;Engenharia Biomédica;1;40.550
2010;Demanda;Sudeste;MG;Universidade Federal de Viçosa;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;2;339.426
2010;Demanda;Sudeste;MG;Universidade Federal de Viçosa;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;69.500
2010;Demanda;Sudeste;MG;Universidade Federal de Viçosa;Apoio a Publicações Científicas;Ciências Agrárias;Zootecnia;1;75.140
2010;Demanda;Sudeste;MG;Universidade Federal de Viçosa;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;29.100
2010;Demanda;Sudeste;MG;Universidade Federal do Triangulo Mineiro;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;292.500
2010;Demanda;Sudeste;RJ;Associacao Brasileira de Ciencia Politica;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;36.080
2010;Demanda;Sudeste;RJ;Associacao Brasileira de Historia Oral;Apoio a Publicações Científicas;Ciências Humanas;História;1;5.800
2010;Demanda;Sudeste;RJ;Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;192.000
2010;Demanda;Sudeste;RJ;Centro Brasileiro de Pesquisas Fisicas;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Física;1;100.000
2010;Demanda;Sudeste;RJ;Comissao Nacional de Energia Nuclear;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;2;105.200
2010;Demanda;Sudeste;RJ;Fundacao Cesgranrio;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;131.283
2010;Demanda;Sudeste;RJ;Fundacao Getulio Vargas;Apoio a Publicações Científicas;Ciências Humanas;História;1;30.000
2010;Demanda;Sudeste;RJ;Fundacao Getulio Vargas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;165.130
2010;Demanda;Sudeste;RJ;Fundacao Getulio Vargas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;45.000
2010;Demanda;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;1;200.800
2010;Demanda;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;3;644.642
2010;Demanda;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;43.192
2010;Demanda;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências Humanas;História;1;97.000
2010;Demanda;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Demografia;1;50.500
2010;Demanda;Sudeste;RJ;Instituto de Pesquisa Jardim Botânico do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;15.059
2010;Demanda;Sudeste;RJ;Instituto Militar de Engenharia;Apoio a Publicações Científicas;Engenharias;Engenharia Elétrica;1;41.000
2010;Demanda;Sudeste;RJ;Pontificia Universidade Catolica do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;28.800
2010;Demanda;Sudeste;RJ;Pontificia Universidade Catolica do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;17.720
2010;Demanda;Sudeste;RJ;Pontificia Universidade Catolica do Rio de Janeiro;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;30.040
2010;Demanda;Sudeste;RJ;Pontificia Universidade Catolica do Rio de Janeiro;Apoio a Publicações Científicas;Engenharias;Engenharia Mecânica;1;43.500
2010;Demanda;Sudeste;RJ;Sociedade Brasileira de Cardiologia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;643.000
2010;Demanda;Sudeste;RJ;Sociedade Brasileira de Matematica;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Matemática;1;36.960
2010;Demanda;Sudeste;RJ;Sociedade Brasileira de Matematica;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Probabilidade e Estatística;1;15.400
2010;Demanda;Sudeste;RJ;Sociedade Brasileira de Urologia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;248.000
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;50.000
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;1;42.300
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Ciência da Computação;1;152.000
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;31.700
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;30.476
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;História;2;49.400
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;45.500
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;17.500
2010;Demanda;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;56.000
2010;Demanda;Sudeste;RJ;Universidade Estadual do Norte Fluminense Darcy Ribeiro;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;65.000
2010;Demanda;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Biológicas;Ecologia;1;59.900
2010;Demanda;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;66.132
2010;Demanda;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;83.630
2010;Demanda;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;2;397.797
2010;Demanda;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;84.000
2010;Demanda;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Arqueologia;1;17.600
2010;Demanda;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;11.340
2010;Demanda;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;História;1;59.000
