Ano Fase;Fase Estat;Região Inst Benef Macro;UF Inst Benef Macro;Instituição Beneficiária Macro;Modalidade;Grande Área;Área;Qtd Propostas;Total Geral (R$)
2014;Demanda;Sudeste;SP;Instituto Federal de São Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;45.000
2014;Demanda;Sudeste;SP;Instituto Nacional de Pesquisas Espaciais;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;79.260
2014;Demanda;Sudeste;SP;Instituto Tecnologico de Aeronautica;Apoio a Publicações Científicas;Engenharias;Engenharia de Transportes;1;1.250
2014;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências da Saúde;Nutrição;1;61.713
2014;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;39.756
2014;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;1;27.938
2014;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;40.000
2014;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;37.400
2014;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;25.120
2014;Demanda;Sudeste;SP;Sociedade Brasileira de Anatomia;Apoio a Publicações Científicas;Ciências Biológicas;Morfologia;1;21.800
2014;Demanda;Sudeste;SP;Sociedade Brasileira de Cirurgia Cardiovascular;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;196.000
2014;Demanda;Sudeste;SP;Sociedade Brasileira de Fisica;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Física;2;184.000
2014;Demanda;Sudeste;SP;Sociedade Brasileira de Genetica;Apoio a Publicações Científicas;Ciências Biológicas;Genética;1;120.000
2014;Demanda;Sudeste;SP;Sociedade Brasileira de Ictiologia;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;115.000
2014;Demanda;Sudeste;SP;Sociedade Brasileira de Quimica;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Química;1;166.500
2014;Demanda;Sudeste;SP;Sociedade Brasileira para o Desenvolvimento da Pesquisa em Cirurgia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;95.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;77.198
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1;84.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;5.760
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;2;209.804
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Farmácia;1;123.100
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1;55.600
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;4;1.309.557
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;3;386.657
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;3;552.888
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Ciências Ambientais;1;60.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;106.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Probabilidade e Estatística;1;52.024
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;2;117.628
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;79.700
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;21.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;2;184.608
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;45.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;3;300.829
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;65.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Serviço Social;1;30.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Turismo;1;61.400
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;70.797
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia Mecânica;1;55.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia Química;1;76.000
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;36.500
2014;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Outra;Divulgação Científica;1;36.469
2014;Demanda;Sudeste;SP;Universidade de Sorocaba;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;18.600
2014;Demanda;Sudeste;SP;Universidade de Taubate;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Ciências Ambientais;1;39.000
2014;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;1;27.520
2014;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Química;1;318.648
2014;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;34.410
2014;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;94.800
2014;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;95.220
2014;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;30.000
2014;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;45.000
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;2;168.318
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Engenharia Agrícola;1;35.200
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;2;149.100
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;17.464
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências da Saúde;Fonoaudiologia;1;158.000
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;1;258.350
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Ciências Ambientais;1;31.966
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Humanas;Educação;3;222.500
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;24.000
2014;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Humanas;História;1;38.500
2014;Demanda;Sudeste;SP;Universidade Federal de São Carlos;Apoio a Publicações Científicas;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1;116.350
2014;Demanda;Sudeste;SP;Universidade Federal de São Carlos;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;106.600
2014;Demanda;Sudeste;SP;Universidade Federal de São Carlos;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;2;182.513
2014;Demanda;Sudeste;SP;Universidade Federal de Sao Paulo;Apoio a Publicações Científicas;Ciências Biológicas;Bioquímica;1;8.500
2014;Demanda;Sudeste;SP;Universidade Federal de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;100.825
2014;Demanda;Sudeste;SP;Universidade Federal de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;História;1;124.500
2014;Demanda;Sudeste;SP;Universidade Metodista de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;70.150
2014;Demanda;Sul;PR;Fundação de Pesquisas Florestais do Paraná;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;68.780
2014;Demanda;Sul;PR;Instituto de Tecnologia do Parana;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;1;254.290
2014;Demanda;Sul;PR;Pontifícia Universidade Católica do Paraná;Apoio a Publicações Científicas;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1;80.200
2014;Demanda;Sul;PR;Pontifícia Universidade Católica do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;14.520
2014;Demanda;Sul;PR;Pontifícia Universidade Católica do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;20.000
2014;Demanda;Sul;PR;Pontifícia Universidade Católica do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Teologia;1;39.000
2014;Demanda;Sul;PR;Pontifícia Universidade Católica do Paraná;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;39.000
2014;Demanda;Sul;PR;Universidade Estadual de Londrina;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;28.000
2014;Demanda;Sul;PR;Universidade Estadual de Londrina;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;30.000
2014;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;44.000
2014;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;30.000
2014;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;22.000
2014;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Humanas;História;1;45.000
2014;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Engenharias;Engenharia Química;1;44.000
2014;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;44.000
2014;Demanda;Sul;PR;Universidade Estadual do Oeste do Parana;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;108.000
2014;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1;32.350
2014;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;2;146.000
2014;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;20.000
2014;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;55.280
2014;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;75.000
2014;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;4.261
2014;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;57.500
2014;Demanda;Sul;RS;Associacao Brasileira de Recursos Hidricos;Apoio a Publicações Científicas;Engenharias;Engenharia Sanitária;1;131.684
2014;Demanda;Sul;RS;Fundacao Zoobotanica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;18.400
2014;Demanda;Sul;RS;Fundacao Zoobotanica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;32.000
2014;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;125.000
2014;Demanda;Sul;RS;Sociedade de Psiquiatria do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;65.200
2014;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;10.640
2014;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1;8.400
2014;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;10.640
2014;Demanda;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;117.000
2014;Demanda;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;82.100
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;49.800
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;136.912
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;72.567
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;29.100
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;40.000
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;146.000
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;História;1;62.566
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;70.000
2014;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Engenharia Civil;1;40.000
2014;Demanda;Sul;SC;Universidade do Estado de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;História;1;33.000
2014;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;101.000
2014;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;128.920
2014;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;11.500
2014;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;História;1;94.850
2014;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Direito;1;49.000
2014;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Outra;Divulgação Científica;1;20.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;16;1.238.248
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Ciência e Tecnologia de Alimentos;3;117.500
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Engenharia Agrícola;2;92.760
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;7;734.754
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;3;299.160
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Zootecnia;2;322.148
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;3;254.410
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Bioquímica;1;336.008
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;2;74.030
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Farmacologia;2;9.624
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Genética;2;345.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Microbiologia;1;19.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;4;256.250
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;3;254.244
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;8;728.969
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Farmácia;2;290.814
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;2;162.600
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Fonoaudiologia;2;228.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;13;2.748.554
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Nutrição;1;57.469
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;4;412.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;9;1.572.078
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Ciências Ambientais;4;213.491
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Física;1;110.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;4;234.240
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Matemática;1;45.360
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Probabilidade e Estatística;2;90.430
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Química;3;374.048
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;9;449.575
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Arqueologia;1;38.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;7;434.837
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Educação;18;1.551.905
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;8;185.290
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;História;16;873.803
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;16;813.147
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;7;320.414
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Teologia;1;30.492
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;10;865.332
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;4;175.150
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;2;20.268
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;70.305
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Demografia;1;73.200
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Direito;4;140.101
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;4;271.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;27.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Serviço Social;2;63.225
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Turismo;1;49.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Engenharias;Engenharia Biomédica;2;69.920
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Engenharias;Engenharia Civil;1;60.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;4;339.600
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Engenharias;Engenharia de Minas;1;243.920
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;2;282.250
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Engenharias;Engenharia Elétrica;2;51.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Engenharias;Engenharia Mecânica;1;75.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Engenharias;Engenharia Química;1;76.000
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;5;162.650
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;2;57.200
2015;Demanda;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Outra;Divulgação Científica;2;274.775
2006;Atendimento;Centro-Oeste;GO;Universidade Federal de Goias;Apoio a Publicações Científicas;Ciências Biológicas;Microbiologia;1;8.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;12;187.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Ciência e Tecnologia de Alimentos;2;25.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Engenharia Agrícola;3;26.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;6;97.500
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Agrárias;Zootecnia;2;35.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;3;85.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;12.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Ecologia;2;45.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Genética;1;35.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Microbiologia;1;20.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Morfologia;1;12.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;3;57.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Educação Física;1;5.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;11.500
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Farmácia;2;15.500
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1;20.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Fonoaudiologia;1;10.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;10;111.500
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Nutrição;1;12.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;1;10.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;4;63.500
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Física;2;85.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;3;18.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Matemática;2;19.500
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Probabilidade e Estatística;1;5.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Química;3;115.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;5;45.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;6;68.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Educação;7;88.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;5;41.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Geografia;2;18.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;História;6;56.000
2006;Atendimento;Não informada;\NI;Não informada;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;10;119.800
