Ano Fase;Fase Estat;Modalidade;País Inst Benef Macro;Chamada Divulgação;Grande Área;Área;Qtd Bolsas
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Biológicas;Genética;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Biológicas;Microbiologia;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências da Saúde;Medicina;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências da Saúde;Saúde Coletiva;2
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Exatas e da Terra;Física;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Humanas;Geografia;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Sociais Aplicadas;Comunicação;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Ciências Sociais Aplicadas;Economia;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Engenharias;Engenharia Aeroespacial;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Engenharias;Engenharia Mecatrônica;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Engenharias;Engenharia Química;1
2006;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado no Exterior - GDE;Lingüística, Letras e Artes;Artes;1
2006;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Agrárias;Agronomia;1
2006;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Oceanografia;1
2006;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Lingüística, Letras e Artes;Lingüística;1
2006;Atendimento;Doutorado no Exterior;Espanha;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências da Saúde;Farmácia;1
2006;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Biológicas;Botânica;1
2006;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Biológicas;Ecologia;1
2006;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências da Saúde;Odontologia;1
2006;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Civil;1
2006;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Mecânica;1
2006;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Naval e Oceânica;1
2006;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Biológicas;Bioquímica;1
2006;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Sociais Aplicadas;Desenho Industrial;1
2006;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Elétrica;2
2006;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Nuclear;1
2006;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Sanitária;1
2006;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Biológicas;Zoologia;1
2006;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Probabilidade e Estatística;1
2006;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Humanas;Antropologia;1
2006;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Humanas;Ciência Política;1
2006;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Humanas;Sociologia;1
2006;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Sociais Aplicadas;Economia;1
2006;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Mecânica;1
2006;Atendimento;Doutorado no Exterior;Itália;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1
2006;Atendimento;Doutorado no Exterior;Itália;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Elétrica;1
2006;Atendimento;Doutorado no Exterior;Itália;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Mecânica;1
2006;Atendimento;Doutorado no Exterior;Portugal;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Biológicas;Bioquímica;1
2006;Atendimento;Doutorado no Exterior;Portugal;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Humanas;Educação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado Sanduíche - SWE;Ciências da Saúde;Saúde Coletiva;3
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Matemática;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado Sanduíche - SWE;Engenharias;Engenharia de Produção;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado Sanduíche - SWE;Engenharias;Engenharia Elétrica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2006 - Doutorado Sanduíche - SWE;Engenharias;Engenharia Mecânica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Geociências;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Energia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Argélia;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Argentina;Doutorado Sanduíche - SWE;Ciências Humanas;Antropologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Engenharias;Engenharia Mecânica;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Engenharias;Engenharia Sanitária;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Bélgica;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Bélgica;Doutorado Sanduíche - SWE;Ciências Humanas;História;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Agrárias;Medicina Veterinária;3
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Agrárias;Zootecnia;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Biológicas;Farmacologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Biológicas;Fisiologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Administração;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Engenharias;Engenharia Elétrica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Engenharias;Engenharia Química;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Engenharias;Engenharia Sanitária;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Escócia;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Agrárias;Zootecnia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Biológicas;Genética;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências da Saúde;Farmácia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências da Saúde;Medicina;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Humanas;Psicologia;3
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Produção;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Engenharias;Engenharia Química;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;6
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Medicina Veterinária;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Zootecnia;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Bioquímica;4
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Farmacologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Fisiologia;4
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Genética;4
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Imunologia;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Microbiologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Morfologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Parasitologia;5
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências da Saúde;Medicina;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências da Saúde;Odontologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Matemática;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;3
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;Arqueologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;Ciência Política;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;Psicologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Comunicação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Economia;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Civil;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Elétrica;6
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Mecânica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Química;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Lingüística, Letras e Artes;Artes;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Biológicas;Fisiologia;2
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Biológicas;Genética;2
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Biológicas;Morfologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;2
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;2
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Geociências;3
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Matemática;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;Arqueologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;Educação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;Filosofia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;História;2
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Economia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia Aeroespacial;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Transportes;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia Sanitária;1
2006;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Lingüística, Letras e Artes;Lingüística;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Holanda;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Holanda;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Oceanografia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Holanda;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Probabilidade e Estatística;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Hungria;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Matemática;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Índia;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Ciências Biológicas;Biofísica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Oceanografia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Probabilidade e Estatística;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Ciências Humanas;Educação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Administração;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Engenharias;Engenharia Aeroespacial;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Engenharias;Engenharia Civil;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Inglaterra;Doutorado Sanduíche - SWE;Engenharias;Engenharia Elétrica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Irlanda do Norte;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Irlanda do Norte;Doutorado Sanduíche - SWE;Lingüística, Letras e Artes;Artes;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Israel;Doutorado Sanduíche - SWE;Ciências Biológicas;Genética;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Itália;Doutorado Sanduíche - SWE;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Itália;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Itália;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Itália;Doutorado Sanduíche - SWE;Ciências Humanas;Educação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Itália;Doutorado Sanduíche - SWE;Ciências Humanas;Psicologia;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Itália;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Itália;Doutorado Sanduíche - SWE;Engenharias;Engenharia Nuclear;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Itália;Doutorado Sanduíche - SWE;Lingüística, Letras e Artes;Letras;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Japão;Doutorado Sanduíche - SWE;Ciências Biológicas;Bioquímica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Portugal;Doutorado Sanduíche - SWE;Ciências Agrárias;Medicina Veterinária;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Portugal;Doutorado Sanduíche - SWE;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Portugal;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Portugal;Doutorado Sanduíche - SWE;Ciências Humanas;Educação;2
2006;Atendimento;Doutorado Sanduíche no Exterior;Portugal;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Comunicação;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Portugal;Doutorado Sanduíche - SWE;Engenharias;Engenharia Civil;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Portugal;Doutorado Sanduíche - SWE;Engenharias;Engenharia Elétrica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Portugal;Doutorado Sanduíche - SWE;Engenharias;Engenharia Mecânica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Suécia;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Suécia;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;1
2006;Atendimento;Doutorado Sanduíche no Exterior;Suiça;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;1
2006;Atendimento;Estágio Júnior no Exterior;Alemanha;Estágio Junior no Exterior- EJr;Ciências Biológicas;Ecologia;1
2006;Atendimento;Estágio Júnior no Exterior;Canadá;Estágio Junior no Exterior- EJr;Ciências da Saúde;Enfermagem;1
2006;Atendimento;Estágio Júnior no Exterior;Espanha;Estágio Junior no Exterior- EJr;Ciências Agrárias;Zootecnia;1
2006;Atendimento;Estágio Júnior no Exterior;Estados Unidos;Estágio Junior no Exterior- EJr;Ciências Exatas e da Terra;Probabilidade e Estatística;1
2006;Atendimento;Estágio Júnior no Exterior;Estados Unidos;Estágio Junior no Exterior- EJr;Ciências Humanas;Psicologia;1
2006;Atendimento;Estágio Júnior no Exterior;França;Estágio Junior no Exterior- EJr;Ciências Exatas e da Terra;Probabilidade e Estatística;1
2006;Atendimento;Estágio Sênior no Exterior;Alemanha;Estágio Sênior no Exterior- ESN;Engenharias;Engenharia Mecânica;1
2006;Atendimento;Estágio Sênior no Exterior;Bélgica;Estágio Sênior no Exterior- ESN;Ciências Exatas e da Terra;Geociências;1
2006;Atendimento;Estágio Sênior no Exterior;Canadá;Estágio Sênior no Exterior- ESN;Engenharias;Engenharia Sanitária;1
2006;Atendimento;Estágio Sênior no Exterior;China;Estágio Sênior no Exterior- ESN;Ciências Exatas e da Terra;Física;1
2006;Atendimento;Estágio Sênior no Exterior;China;Estágio Sênior no Exterior- ESN;Ciências Humanas;Psicologia;1
2006;Atendimento;Estágio Sênior no Exterior;Estados Unidos;Estágio Sênior no Exterior- ESN;Ciências Biológicas;Genética;1
2006;Atendimento;Estágio Sênior no Exterior;Estados Unidos;Estágio Sênior no Exterior- ESN;Ciências Biológicas;Imunologia;1
2006;Atendimento;Estágio Sênior no Exterior;Estados Unidos;Estágio Sênior no Exterior- ESN;Ciências da Saúde;Enfermagem;1
2006;Atendimento;Estágio Sênior no Exterior;Estados Unidos;Estágio Sênior no Exterior- ESN;Ciências Exatas e da Terra;Matemática;1
2006;Atendimento;Estágio Sênior no Exterior;Estados Unidos;Estágio Sênior no Exterior- ESN;Engenharias;Engenharia de Produção;1
2006;Atendimento;Estágio Sênior no Exterior;Estados Unidos;Estágio Sênior no Exterior- ESN;Lingüística, Letras e Artes;Lingüística;1
2006;Atendimento;Estágio Sênior no Exterior;França;Estágio Sênior no Exterior- ESN;Ciências Exatas e da Terra;Ciência da Computação;1
2006;Atendimento;Estágio Sênior no Exterior;França;Estágio Sênior no Exterior- ESN;Engenharias;Engenharia de Energia;1
2006;Atendimento;Estágio Sênior no Exterior;Inglaterra;Estágio Sênior no Exterior- ESN;Ciências Agrárias;Agronomia;1
2006;Atendimento;Estágio Sênior no Exterior;Inglaterra;Estágio Sênior no Exterior- ESN;Ciências Biológicas;Parasitologia;1
2006;Atendimento;Estágio Sênior no Exterior;Inglaterra;Estágio Sênior no Exterior- ESN;Engenharias;Engenharia de Produção;1
2006;Atendimento;Estágio Sênior no Exterior;Irlanda do Norte;Estágio Sênior no Exterior- ESN;Ciências Exatas e da Terra;Física;1
2006;Atendimento;Estágio Sênior no Exterior;Itália;Estágio Sênior no Exterior- ESN;Ciências da Saúde;Medicina;1
2006;Atendimento;Estágio Sênior no Exterior;Itália;Estágio Sênior no Exterior- ESN;Ciências Exatas e da Terra;Matemática;1
