Ano Fase;Fase Estat;Modalidade;País Inst Benef Macro;Chamada Divulgação;Grande Área;Área;Qtd Bolsas
2007;Demanda;Pós-Doutorado no Exterior;Portugal;Pós Doutorado no Exterior - PDE;Engenharias;Engenharia Mecânica;2
2007;Demanda;Pós-Doutorado no Exterior;Portugal;Pós Doutorado no Exterior - PDE;Engenharias;Engenharia Química;1
2007;Demanda;Pós-Doutorado no Exterior;Portugal;Pós Doutorado no Exterior - PDE;Engenharias;Engenharia Sanitária;1
2007;Demanda;Pós-Doutorado no Exterior;Portugal;Pós Doutorado no Exterior - PDE;Lingüística, Letras e Artes;Artes;1
2007;Demanda;Pós-Doutorado no Exterior;Portugal;Pós Doutorado no Exterior - PDE;Lingüística, Letras e Artes;Letras;3
2007;Demanda;Pós-Doutorado no Exterior;Portugal;Pós Doutorado no Exterior - PDE;Lingüística, Letras e Artes;Lingüística;3
2007;Demanda;Pós-Doutorado no Exterior;Suécia;Pós Doutorado no Exterior - PDE;Ciências Exatas e da Terra;Oceanografia;1
2007;Demanda;Pós-Doutorado no Exterior;Suécia;Pós Doutorado no Exterior - PDE;Ciências Exatas e da Terra;Química;1
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Ciências Biológicas;Fisiologia;1
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Ciências Biológicas;Genética;2
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Ciências Biológicas;Morfologia;2
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Ciências da Saúde;Odontologia;1
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Ciências Exatas e da Terra;Ciência da Computação;1
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Ciências Exatas e da Terra;Física;1
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Ciências Humanas;Educação;1
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Ciências Sociais Aplicadas;Direito;1
2007;Demanda;Pós-Doutorado no Exterior;Suiça;Pós Doutorado no Exterior - PDE;Engenharias;Engenharia Mecânica;1
2008;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado no Exterior - GDE;Ciências Agrárias;Agronomia;1
2008;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado no Exterior - GDE;Ciências Biológicas;Fisiologia;1
2008;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado no Exterior - GDE;Ciências da Saúde;Medicina;1
2008;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado no Exterior - GDE;Ciências Exatas e da Terra;Matemática;2
2008;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado no Exterior - GDE;Ciências Sociais Aplicadas;Comunicação;1
2008;Atendimento;Doutorado no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado no Exterior - GDE;Engenharias;Engenharia Biomédica;1
2008;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências da Saúde;Educação Física;1
2008;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Matemática;1
2008;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Humanas;Filosofia;1
2008;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia de Produção;1
2008;Atendimento;Doutorado no Exterior;Canadá;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Elétrica;1
2008;Atendimento;Doutorado no Exterior;Espanha;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Biológicas;Morfologia;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Biológicas;Zoologia;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências da Saúde;Farmácia;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Ciência da Computação;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Matemática;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Química;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Aeroespacial;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Civil;1
2008;Atendimento;Doutorado no Exterior;Estados Unidos;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Elétrica;2
2008;Atendimento;Doutorado no Exterior;Finlândia;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Geociências;1
2008;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1
2008;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1
2008;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Sociais Aplicadas;Comunicação;1
2008;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Sociais Aplicadas;Desenho Industrial;1
2008;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Sociais Aplicadas;Direito;1
2008;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Aeroespacial;1
2008;Atendimento;Doutorado no Exterior;França;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Civil;1
2008;Atendimento;Doutorado no Exterior;Holanda;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Agrárias;Agronomia;1
2008;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Ciência da Computação;2
2008;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Exatas e da Terra;Física;1
2008;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Humanas;Antropologia;1
2008;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Ciências Sociais Aplicadas;Economia;1
2008;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Engenharias;Engenharia Sanitária;1
2008;Atendimento;Doutorado no Exterior;Inglaterra;Doutorado no Exterior - GDE (exceto para a Alemanha);Lingüística, Letras e Artes;Artes;2
2008;Atendimento;Doutorado no Exterior;Itália;Doutorado no Exterior - GDE (exceto para a Alemanha);Lingüística, Letras e Artes;Lingüística;1
2008;Atendimento;Doutorado no Exterior;Portugal;Doutorado no Exterior - GDE (exceto para a Alemanha);Lingüística, Letras e Artes;Artes;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Ciências Agrárias;Medicina Veterinária;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Ciências Biológicas;Biologia Geral;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Ciências Biológicas;Bioquímica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Ciências da Saúde;Medicina;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Ciências da Saúde;Saúde Coletiva;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Astronomia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Matemática;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Ciências Humanas;Sociologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Engenharias;Engenharia Elétrica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Engenharias;Engenharia Química;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;CNPq/DAAD 2008 - Doutorado Sanduíche - SWE;Lingüística, Letras e Artes;Letras;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Ciências Agrárias;Engenharia Agrícola;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Ciências Humanas;Psicologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Administração;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Engenharias;Engenharia Elétrica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Alemanha;Doutorado Sanduíche - SWE;Engenharias;Engenharia Nuclear;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Ciências Agrárias;Engenharia Agrícola;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Geociências;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Matemática;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Engenharias;Engenharia Civil;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Produção;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Engenharias;Engenharia Sanitária;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austrália;Doutorado Sanduíche - SWE;Lingüística, Letras e Artes;Lingüística;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austria;Doutorado Sanduíche - SWE;Ciências da Saúde;Farmácia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Austria;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Geociências;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Bélgica;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;3
2008;Atendimento;Doutorado Sanduíche no Exterior;Bélgica;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Bélgica;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Oceanografia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;3
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Agrárias;Zootecnia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Biológicas;Bioquímica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Biológicas;Farmacologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Biológicas;Fisiologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Biológicas;Morfologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências da Saúde;Enfermagem;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências da Saúde;Medicina;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Geociências;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Matemática;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Humanas;Psicologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Administração;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Engenharias;Engenharia Elétrica;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Engenharias;Engenharia Mecânica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Engenharias;Engenharia Sanitária;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Canadá;Doutorado Sanduíche - SWE;Lingüística, Letras e Artes;Artes;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Colômbia;Doutorado Sanduíche - SWE;Ciências da Saúde;Farmácia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Dinamarca;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Dinamarca;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Escócia;Doutorado Sanduíche - SWE;Ciências Biológicas;Morfologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Escócia;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Escócia;Doutorado Sanduíche - SWE;Ciências Humanas;Antropologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Biológicas;Fisiologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Biológicas;Genética;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Biológicas;Parasitologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências da Saúde;Farmácia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências da Saúde;Nutrição;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Matemática;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;4
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Humanas;Educação;3
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Humanas;Geografia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Ciência da Informação;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Comunicação;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Engenharias;Engenharia Sanitária;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Espanha;Doutorado Sanduíche - SWE;Engenharias;Microeletrônica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Agronomia;11
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Engenharia Agrícola;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Medicina Veterinária;4
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Agrárias;Zootecnia;8
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Bioquímica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Botânica;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Ecologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Farmacologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Fisiologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Genética;5
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Imunologia;5
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Microbiologia;5
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Morfologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Parasitologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Biológicas;Zoologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências da Saúde;Farmácia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências da Saúde;Medicina;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências da Saúde;Odontologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Ciência da Computação;4
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;4
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Geociências;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Probabilidade e Estatística;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;4
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;Antropologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;Ciência Política;5
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;Educação;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;História;3
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;Psicologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Humanas;Sociologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Administração;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Economia;6
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Biomédica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Civil;2
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Energia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;3
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Produção;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Mecânica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Química;4
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Engenharias;Engenharia Sanitária;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Estados Unidos;Doutorado Sanduíche - SWE;Lingüística, Letras e Artes;Lingüística;1
2008;Atendimento;Doutorado Sanduíche no Exterior;Finlândia;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Agrárias;Zootecnia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Biológicas;Farmacologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Biológicas;Imunologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Biológicas;Parasitologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências da Saúde;Enfermagem;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências da Saúde;Medicina;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências da Saúde;Saúde Coletiva;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Astronomia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Física;2
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Geociências;3
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Exatas e da Terra;Química;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;Ciência Política;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;Educação;4
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;Filosofia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;Psicologia;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Humanas;Sociologia;2
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Administração;2
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Ciências Sociais Aplicadas;Comunicação;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia Civil;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Materiais e Metalúrgica;3
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia de Transportes;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia Mecânica;2
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia Química;1
2008;Atendimento;Doutorado Sanduíche no Exterior;França;Doutorado Sanduíche - SWE;Engenharias;Engenharia Sanitária;1
